Title,Department,Location,Salary,Closing Date,UID,URL
Admin Officer - Preston Crown Court (Ref: 82476),HM Courts and Tribunals Service,"This position is based at Preston Combined Preston, PR1 2LL","Salary : £22,940",Closes : 11:55 pm on Friday 5th January 2024,Reference : 331634,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT0xOSZvd25lcj01MDcwMDAwJm93bmVydHlwZT1mYWlyJmpvYmxpc3Rfdmlld192YWM9MTg5MTIxNCZ1c2Vyc2VhcmNoY29udGV4dD02MjcyMTI3OSZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmc2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VjbGFzcz1Kb2JzJnJlcXNpZz0xNzAzOTQ0MzEwLWNiNTg2MDU1OWVjYWMwNmNmOWI5OWFhZmNiNWZiYzkzZDA4YWUwM2E=
Prison Catering: Caterer - HMP Woodhill (Ref: 82486),HM Prison & Probation Service,"This position is based at HM Prison Woodhill, MK4 4DA","Salary : £25,752 to £27,116",Closes : 11:55 pm on Friday 5th January 2024,Reference : 331629,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImc2VhcmNocGFnZT0xOSZvd25lcj01MDcwMDAwJnNlYXJjaHNvcnQ9Y2xvc2luZyZwYWdlY2xhc3M9Sm9icyZ1c2Vyc2VhcmNoY29udGV4dD02MjcyMTI3OSZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmam9ibGlzdF92aWV3X3ZhYz0xODkxMjA2JnJlcXNpZz0xNzAzOTQ0MzEwLWNiNTg2MDU1OWVjYWMwNmNmOWI5OWFhZmNiNWZiYzkzZDA4YWUwM2E=
Programme Manager,Department of Health and Social Care,"Leeds, London","Salary : £40,025 to £46,918",Closes : 11:55 pm on Friday 5th January 2024,Reference : 330998,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODkxMTk2JnVzZXJzZWFyY2hjb250ZXh0PTYyNzIxMjc5JnNlYXJjaHNvcnQ9Y2xvc2luZyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmc2VhcmNocGFnZT0yMCZvd25lcj01MDcwMDAwJm93bmVydHlwZT1mYWlyJnBhZ2VjbGFzcz1Kb2JzJnJlcXNpZz0xNzAzOTQ0MzEyLWJjNDFkODM5YzdiMjc4MDg2YmNlZmRjOGJjZDkyZjM2ODAxNmVkMTc=
HMP Sudbury - Business Administrator (Ref:82447),HM Prison & Probation Service,"This position is based at HMP SUDBURY, DE6 5HW","Salary : £25,752 to £27,116",Closes : 11:55 pm on Friday 5th January 2024,Reference : 331509,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZvd25lcnR5cGU9ZmFpciZwYWdlY2xhc3M9Sm9icyZzZWFyY2hzb3J0PWNsb3NpbmcmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnVzZXJzZWFyY2hjb250ZXh0PTYyNzIxMjc5JmpvYmxpc3Rfdmlld192YWM9MTg5MTE0NCZzZWFyY2hwYWdlPTIwJnJlcXNpZz0xNzAzOTQ0MzEyLWJjNDFkODM5YzdiMjc4MDg2YmNlZmRjOGJjZDkyZjM2ODAxNmVkMTc=
Programme Assurance Management Officer,Department of Health and Social Care,"Leeds, London","Salary : £32,188 to £38,628",Closes : 11:55 pm on Friday 5th January 2024,Reference : 330999,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZvd25lcnR5cGU9ZmFpciZwYWdlY2xhc3M9Sm9icyZ1c2Vyc2VhcmNoY29udGV4dD02MjcyMTI3OSZqb2JsaXN0X3ZpZXdfdmFjPTE4OTExMTEmc2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZzZWFyY2hwYWdlPTIwJnJlcXNpZz0xNzAzOTQ0MzEyLWJjNDFkODM5YzdiMjc4MDg2YmNlZmRjOGJjZDkyZjM2ODAxNmVkMTc=
Domestic Abuse Safety Officer (Part-time) - Basingstoke (South Central) (Ref: 82433),HM Prison & Probation Service,"This position is based at NPS St Clements House Basingstoke, RG21 7SB","Salary : £24,228 to £30,208",Closes : 11:55 pm on Friday 5th January 2024,Reference : 331406,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmb3duZXI9NTA3MDAwMCZvd25lcnR5cGU9ZmFpciZqb2JsaXN0X3ZpZXdfdmFjPTE4OTEwMzcmdXNlcnNlYXJjaGNvbnRleHQ9NjI3MjEyNzkmc2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZzZWFyY2hwYWdlPTIwJnJlcXNpZz0xNzAzOTQ0MzEyLWJjNDFkODM5YzdiMjc4MDg2YmNlZmRjOGJjZDkyZjM2ODAxNmVkMTc=
Defence Digital – Cyber Security Policy Manager (Business Delivery) ,Ministry of Defence,"MOD Corsham, RAF Wyton, MOD Main Building - London","Salary : £43,080",Closes : 11:55 pm on Friday 5th January 2024,Reference : 325370,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImb3duZXI9NTA3MDAwMCZwYWdlY2xhc3M9Sm9icyZzZWFyY2hwYWdlPTIwJmpvYmxpc3Rfdmlld192YWM9MTg5MTAyMyZ1c2Vyc2VhcmNoY29udGV4dD02MjcyMTI3OSZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmc2VhcmNoc29ydD1jbG9zaW5nJnJlcXNpZz0xNzAzOTQ0MzEyLWJjNDFkODM5YzdiMjc4MDg2YmNlZmRjOGJjZDkyZjM2ODAxNmVkMTc=
ICT Trainer - West Midlands (Ref: 82367),HM Prison & Probation Service,"This position is based at NPS 12 SHERIFFS COURT COVENTRY, CV1 3RY, NPS 135 ABBEY FOREGATE SHREWSBURY, SY2 6AS, NPS 200A WOLVERHAMPTON ROAD CANNOCK, WS11 1AT, NPS 76 WALSALL ROAD BIRMINGHAM, B42 1SF, NPS ... see the job advert for full location information","Salary : £24,228 to £30,208",Closes : 11:55 pm on Friday 5th January 2024,Reference : 331348,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImb3duZXI9NTA3MDAwMCZwYWdlY2xhc3M9Sm9icyZzZWFyY2hwYWdlPTIwJmpvYmxpc3Rfdmlld192YWM9MTg5MTAxNSZ1c2Vyc2VhcmNoY29udGV4dD02MjcyMTI3OSZzZWFyY2hzb3J0PWNsb3NpbmcmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnJlcXNpZz0xNzAzOTQ0MzEyLWJjNDFkODM5YzdiMjc4MDg2YmNlZmRjOGJjZDkyZjM2ODAxNmVkMTc=
Receptionist (Ref:82397),HM Prison & Probation Service,"This position is based at CAERNARFON CRIMINAL JUSTICE CENTRE CAERNARFON, LL55 2DF","Salary : £20,126 to £24,225",Closes : 11:55 pm on Friday 5th January 2024,Reference : 331333,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT0yMCZ1c2Vyc2VhcmNoY29udGV4dD02MjcyMTI3OSZqb2JsaXN0X3ZpZXdfdmFjPTE4OTA5ODgmc2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZwYWdlY2xhc3M9Sm9icyZvd25lcnR5cGU9ZmFpciZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzAzOTQ0MzEyLWJjNDFkODM5YzdiMjc4MDg2YmNlZmRjOGJjZDkyZjM2ODAxNmVkMTc=
Usher - Sheffield Magistrates' Court (Ref: 82344),HM Courts and Tribunals Service,"This position is based at Sheffield Magistrates, S3 8LU","Salary : £21,149",Closes : 11:55 pm on Friday 5th January 2024,Reference : 331262,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZvd25lcnR5cGU9ZmFpciZwYWdlY2xhc3M9Sm9icyZ1c2Vyc2VhcmNoY29udGV4dD02MjcyMTI3OSZqb2JsaXN0X3ZpZXdfdmFjPTE4OTA5MzQmc2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZzZWFyY2hwYWdlPTIwJnJlcXNpZz0xNzAzOTQ0MzEyLWJjNDFkODM5YzdiMjc4MDg2YmNlZmRjOGJjZDkyZjM2ODAxNmVkMTc=
Community Support Assistant - MOD Boscombe Down,Ministry of Defence,MOD Boscombe Down,"Salary : £24,040",Closes : 11:55 pm on Friday 5th January 2024,Reference : 331193,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODkwODgxJnVzZXJzZWFyY2hjb250ZXh0PTYyNzIxMjc5JnNlYXJjaHNvcnQ9Y2xvc2luZyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmc2VhcmNocGFnZT0yMCZvd25lcj01MDcwMDAwJm93bmVydHlwZT1mYWlyJnBhZ2VjbGFzcz1Kb2JzJnJlcXNpZz0xNzAzOTQ0MzEyLWJjNDFkODM5YzdiMjc4MDg2YmNlZmRjOGJjZDkyZjM2ODAxNmVkMTc=
Delivery Manager,Cabinet Office,"Bristol, Manchester","Salary : £53,400 to £59,700",Closes : 11:55 pm on Friday 5th January 2024,Reference : 330316,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZqb2JsaXN0X3ZpZXdfdmFjPTE4OTA4NTkmdXNlcnNlYXJjaGNvbnRleHQ9NjI3MjEyNzkmc2VhcmNocGFnZT0yMCZwYWdlY2xhc3M9Sm9icyZvd25lcj01MDcwMDAwJm93bmVydHlwZT1mYWlyJnJlcXNpZz0xNzAzOTQ0MzEyLWJjNDFkODM5YzdiMjc4MDg2YmNlZmRjOGJjZDkyZjM2ODAxNmVkMTc=
Case Admin Officer -HMP Nottingham (Ref: 82368),HM Prison & Probation Service,"HM PRISON NOTTINGHAM NOTTINGHAM, NG5 3AG","Salary : £20,126 to £24,225",Closes : 11:55 pm on Friday 5th January 2024,Reference : 331137,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmb3duZXJ0eXBlPWZhaXImb3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTIwJnVzZXJzZWFyY2hjb250ZXh0PTYyNzIxMjc5JmpvYmxpc3Rfdmlld192YWM9MTg5MDg0OSZzZWFyY2hzb3J0PWNsb3NpbmcmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnJlcXNpZz0xNzAzOTQ0MzEyLWJjNDFkODM5YzdiMjc4MDg2YmNlZmRjOGJjZDkyZjM2ODAxNmVkMTc=
Navy Command - INFRA Superintendant,Ministry of Defence,HM Naval Base,"Salary : £67,820",Closes : 11:55 pm on Friday 5th January 2024,Reference : 330278,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHNvcnQ9Y2xvc2luZyZqb2JsaXN0X3ZpZXdfdmFjPTE4OTA4MjcmdXNlcnNlYXJjaGNvbnRleHQ9NjI3MjEyNzkmc2VhcmNocGFnZT0yMCZvd25lcj01MDcwMDAwJm93bmVydHlwZT1mYWlyJnBhZ2VjbGFzcz1Kb2JzJnJlcXNpZz0xNzAzOTQ0MzEyLWJjNDFkODM5YzdiMjc4MDg2YmNlZmRjOGJjZDkyZjM2ODAxNmVkMTc=
Internal Communications and Engagement Manager,"Department for Environment, Food and Rural Affairs","East Midlands (England), East of England, London (region), North East England, North West England, South East England, South West England, West Midlands (England), Yorkshire and the Humber","Salary : £39,439 to £47,039",Closes : 11:55 pm on Friday 5th January 2024,Reference : 328800,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NjI3MjEyNzkmam9ibGlzdF92aWV3X3ZhYz0xODkwNzMzJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZzZWFyY2hzb3J0PWNsb3Npbmcmc2VhcmNocGFnZT0yMCZvd25lcj01MDcwMDAwJm93bmVydHlwZT1mYWlyJnBhZ2VjbGFzcz1Kb2JzJnJlcXNpZz0xNzAzOTQ0MzEyLWJjNDFkODM5YzdiMjc4MDg2YmNlZmRjOGJjZDkyZjM2ODAxNmVkMTc=
Navy - Asset Data Manager (Systems),Ministry of Defence,HMNB Portsmouth,"Salary : £35,290",Closes : 11:55 pm on Friday 5th January 2024,Reference : 329457,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODkwNzEzJnVzZXJzZWFyY2hjb250ZXh0PTYyNzIxMjc5JnNlYXJjaHNvcnQ9Y2xvc2luZyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmc2VhcmNocGFnZT0yMCZwYWdlY2xhc3M9Sm9icyZvd25lcj01MDcwMDAwJm93bmVydHlwZT1mYWlyJnJlcXNpZz0xNzAzOTQ0MzEyLWJjNDFkODM5YzdiMjc4MDg2YmNlZmRjOGJjZDkyZjM2ODAxNmVkMTc=
BES Technical Assurance Manager ,HM Revenue and Customs,"Birmingham Regional Centre- 3 Arena Central, Broad Street, Birmingham, B1 2DE, Bristol Regional Centre- 3 Glass Wharf, Avon Street, Temple Quarter, Bristol, BS2 0ES, Cardiff Regional Centre- Central Square, ... see the job advert for full location information","Salary : £54,439 to £60,183",Closes : 11:55 pm on Friday 5th January 2024,Reference : 330534,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImb3duZXI9NTA3MDAwMCZwYWdlY2xhc3M9Sm9icyZzZWFyY2hwYWdlPTIwJnNlYXJjaHNvcnQ9Y2xvc2luZyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmdXNlcnNlYXJjaGNvbnRleHQ9NjI3MjEyNzkmam9ibGlzdF92aWV3X3ZhYz0xODkwNjg0JnJlcXNpZz0xNzAzOTQ0MzEyLWJjNDFkODM5YzdiMjc4MDg2YmNlZmRjOGJjZDkyZjM2ODAxNmVkMTc=
RaCU: Security Vetting Officer (SVO) (Ref: 82340),HM Prison & Probation Service,"This position can be based at NPS 5th Flr West Oakland House Manchester, M16 0PQ and Phoenix House Newport, NP10 8FZ","Salary : £33,104 to £34,694",Closes : 11:55 pm on Friday 5th January 2024,Reference : 330964,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT0yMCZ1c2Vyc2VhcmNoY29udGV4dD02MjcyMTI3OSZqb2JsaXN0X3ZpZXdfdmFjPTE4OTA2NjgmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHNvcnQ9Y2xvc2luZyZvd25lcnR5cGU9ZmFpciZvd25lcj01MDcwMDAwJnBhZ2VjbGFzcz1Kb2JzJnJlcXNpZz0xNzAzOTQ0MzEyLWJjNDFkODM5YzdiMjc4MDg2YmNlZmRjOGJjZDkyZjM2ODAxNmVkMTc=
DIO - MPP USVF Infrastructure Programme Scheduler Support Manager ,Ministry of Defence,"RAF Wyton, Huntingdon, Cambs PE28 2EA","Salary : £35,290",Closes : 11:55 pm on Friday 5th January 2024,Reference : 330476,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZvd25lcnR5cGU9ZmFpciZwYWdlY2xhc3M9Sm9icyZ1c2Vyc2VhcmNoY29udGV4dD02MjcyMTI3OSZqb2JsaXN0X3ZpZXdfdmFjPTE4OTA2NjImc2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZzZWFyY2hwYWdlPTIwJnJlcXNpZz0xNzAzOTQ0MzEyLWJjNDFkODM5YzdiMjc4MDg2YmNlZmRjOGJjZDkyZjM2ODAxNmVkMTc=
Internal Communications and Engagement Officer,"Department for Environment, Food and Rural Affairs","East Midlands (England), East of England, London (region), North East England, North West England, South East England, South West England, West Midlands (England), Yorkshire and the Humber","Salary : £32,136 to £38,551",Closes : 11:55 pm on Friday 5th January 2024,Reference : 328796,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT0yMCZqb2JsaXN0X3ZpZXdfdmFjPTE4OTA2NDYmdXNlcnNlYXJjaGNvbnRleHQ9NjI3MjEyNzkmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHNvcnQ9Y2xvc2luZyZvd25lcnR5cGU9ZmFpciZvd25lcj01MDcwMDAwJnBhZ2VjbGFzcz1Kb2JzJnJlcXNpZz0xNzAzOTQ0MzEyLWJjNDFkODM5YzdiMjc4MDg2YmNlZmRjOGJjZDkyZjM2ODAxNmVkMTc=
Partnership Integration Coordinator (Ref:82327),HM Prison & Probation Service,"This psoition is based at NPS WREXHAM TECHNOLOGY PARK WREXHAM, LL13 7YX","Salary : £24,228 to £30,208",Closes : 11:55 pm on Friday 5th January 2024,Reference : 330902,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImb3duZXI9NTA3MDAwMCZwYWdlY2xhc3M9Sm9icyZzZWFyY2hwYWdlPTIwJnNlYXJjaHNvcnQ9Y2xvc2luZyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmam9ibGlzdF92aWV3X3ZhYz0xODkwNjA2JnVzZXJzZWFyY2hjb250ZXh0PTYyNzIxMjc5JnJlcXNpZz0xNzAzOTQ0MzEyLWJjNDFkODM5YzdiMjc4MDg2YmNlZmRjOGJjZDkyZjM2ODAxNmVkMTc=
Product Manager - Commercial,Royal Botanic Gardens Kew,Kew Gardens,"Salary : £43,123 to £47,675",Closes : 11:55 pm on Friday 5th January 2024,Reference : 330880,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImb3duZXI9NTA3MDAwMCZwYWdlY2xhc3M9Sm9icyZzZWFyY2hwYWdlPTIwJmpvYmxpc3Rfdmlld192YWM9MTg5MDU4MiZ1c2Vyc2VhcmNoY29udGV4dD02MjcyMTI3OSZzZWFyY2hzb3J0PWNsb3NpbmcmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnJlcXNpZz0xNzAzOTQ0MzEyLWJjNDFkODM5YzdiMjc4MDg2YmNlZmRjOGJjZDkyZjM2ODAxNmVkMTc=
Performance Analyst - London (Ref:81846),HM Prison & Probation Service,"This position can be based at NPS MITRE HOUSE LONDON, SE1 1JD, Regional London Probation Service Site","Salary : £24,228 to £30,208",Closes : 11:55 pm on Friday 5th January 2024,Reference : 330852,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmb3duZXI9NTA3MDAwMCZvd25lcnR5cGU9ZmFpciZqb2JsaXN0X3ZpZXdfdmFjPTE4OTA1NTYmdXNlcnNlYXJjaGNvbnRleHQ9NjI3MjEyNzkmc2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZzZWFyY2hwYWdlPTIwJnJlcXNpZz0xNzAzOTQ0MzEyLWJjNDFkODM5YzdiMjc4MDg2YmNlZmRjOGJjZDkyZjM2ODAxNmVkMTc=
Systems and Service Improvement Manager(Ref: 80976),HM Prison & Probation Service,"East Midlands (England), East of England, London (region), North East England, North West England, South East England, South West England, Wales, West Midlands (England), Yorkshire and the Humber","Salary : £47,907 to £52,523",Closes : 11:55 pm on Friday 5th January 2024,Reference : 330846,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT0yMCZ1c2Vyc2VhcmNoY29udGV4dD02MjcyMTI3OSZqb2JsaXN0X3ZpZXdfdmFjPTE4OTA1NTAmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHNvcnQ9Y2xvc2luZyZwYWdlY2xhc3M9Sm9icyZvd25lcnR5cGU9ZmFpciZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzAzOTQ0MzEyLWJjNDFkODM5YzdiMjc4MDg2YmNlZmRjOGJjZDkyZjM2ODAxNmVkMTc=
Border Force – Operational Learning and Delivery  - Senior Learning Manager (Learning & Development),Home Office,"Croydon - Apollo House, Folkestone - Martello House, Manchester - Soapworks","Salary : £41,600 to £48,792",Closes : 11:55 pm on Friday 5th January 2024,Reference : 330352,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmb3duZXI9NTA3MDAwMCZvd25lcnR5cGU9ZmFpciZzZWFyY2hzb3J0PWNsb3NpbmcmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JmpvYmxpc3Rfdmlld192YWM9MTg5MDQ4MCZ1c2Vyc2VhcmNoY29udGV4dD02MjcyMTI3OSZzZWFyY2hwYWdlPTIwJnJlcXNpZz0xNzAzOTQ0MzEyLWJjNDFkODM5YzdiMjc4MDg2YmNlZmRjOGJjZDkyZjM2ODAxNmVkMTc=
Innovation Lead – Digital Transport,Innovate UK,Remote working (anywhere in the UK),"Salary : £47,000 to £55,000",Closes : 11:55 pm on Friday 5th January 2024,Reference : 330750,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NjI3MjEyNzkmam9ibGlzdF92aWV3X3ZhYz0xODkwNDM3JnNlYXJjaHNvcnQ9Y2xvc2luZyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmc2VhcmNocGFnZT0yMCZvd25lcj01MDcwMDAwJm93bmVydHlwZT1mYWlyJnBhZ2VjbGFzcz1Kb2JzJnJlcXNpZz0xNzAzOTQ0MzEyLWJjNDFkODM5YzdiMjc4MDg2YmNlZmRjOGJjZDkyZjM2ODAxNmVkMTc=
Chaplain - Anglican Ordained Deacon Religious Brother Sister Lay Person (Full Time) (Ref:81792),HM Prison & Probation Service,"This position is based at HM Prison Woodhill, MK4 4DA","Salary : £33,104 to £34,694",Closes : 11:55 pm on Friday 5th January 2024,Reference : 330739,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHNvcnQ9Y2xvc2luZyZ1c2Vyc2VhcmNoY29udGV4dD02MjcyMTI3OSZqb2JsaXN0X3ZpZXdfdmFjPTE4OTA0MzEmc2VhcmNocGFnZT0yMCZvd25lcj01MDcwMDAwJm93bmVydHlwZT1mYWlyJnBhZ2VjbGFzcz1Kb2JzJnJlcXNpZz0xNzAzOTQ0MzEyLWJjNDFkODM5YzdiMjc4MDg2YmNlZmRjOGJjZDkyZjM2ODAxNmVkMTc=
NAVY - Infrastructure Hard Facilities Performance Manager,Ministry of Defence,HM Naval Base Portsmouth,"Salary : £43,080",Closes : 11:55 pm on Friday 5th January 2024,Reference : 327105,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODkwNDI2JnBhZ2VjbGFzcz1Kb2JzJnNlYXJjaHBhZ2U9MjEmb3duZXJ0eXBlPWZhaXImb3duZXI9NTA3MDAwMCZzZWFyY2hzb3J0PWNsb3NpbmcmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnVzZXJzZWFyY2hjb250ZXh0PTYyNzIxMjc5JnJlcXNpZz0xNzAzOTQ0MzE0LTNhMzQzZWM3NGE0YTYxMjMzMjhjODUyZWEwMzA1NDg3ZTQyN2UwOGU=
Land Based Activities - Specialist Production Instructor (SPI): Livestock Control - HMP/YOI East Sutton Park(Ref: 80997),HM Prison & Probation Service,"This position is based at HM PRISON EAST SUTTON PARK MAIDSTONE, ME17 3DF","Salary : £30,471",Closes : 11:55 pm on Friday 5th January 2024,Reference : 330656,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnVzZXJzZWFyY2hjb250ZXh0PTYyNzIxMjc5Jm93bmVydHlwZT1mYWlyJm93bmVyPTUwNzAwMDAmc2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VjbGFzcz1Kb2JzJmpvYmxpc3Rfdmlld192YWM9MTg5MDM4NCZzZWFyY2hwYWdlPTIxJnJlcXNpZz0xNzAzOTQ0MzE0LTNhMzQzZWM3NGE0YTYxMjMzMjhjODUyZWEwMzA1NDg3ZTQyN2UwOGU=
Prison Catering: Caterer - HMP Moorland (Ref:82264),HM Prison & Probation Service,"This position is based at HMYOI Moorland, DN7 6BW","Salary : £30,902 to £32,539",Closes : 11:55 pm on Friday 5th January 2024,Reference : 330615,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NjI3MjEyNzkmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHBhZ2U9MjEmcGFnZWNsYXNzPUpvYnMmam9ibGlzdF92aWV3X3ZhYz0xODkwMzYyJnNlYXJjaHNvcnQ9Y2xvc2luZyZvd25lcnR5cGU9ZmFpciZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzAzOTQ0MzE0LTNhMzQzZWM3NGE0YTYxMjMzMjhjODUyZWEwMzA1NDg3ZTQyN2UwOGU=
Prison Catering: Caterer - HMP/YOI Brinsford ( Ref: 82253),HM Prison & Probation Service,"This position is based at HMP BRINSFORD WOLVERHAMPTON, WV10 7PY","Salary : £30,902 to £32,539",Closes : 11:55 pm on Friday 5th January 2024,Reference : 330597,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJm93bmVyPTUwNzAwMDAmb3duZXJ0eXBlPWZhaXImam9ibGlzdF92aWV3X3ZhYz0xODkwMzU4JnBhZ2VjbGFzcz1Kb2JzJnNlYXJjaHBhZ2U9MjEmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnVzZXJzZWFyY2hjb250ZXh0PTYyNzIxMjc5JnJlcXNpZz0xNzAzOTQ0MzE0LTNhMzQzZWM3NGE0YTYxMjMzMjhjODUyZWEwMzA1NDg3ZTQyN2UwOGU=
DIO-Facilities Manager,Ministry of Defence,RNAS Culdrose TR12 7RH,"Salary : £35,290",Closes : 11:55 pm on Friday 5th January 2024,Reference : 329928,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT0yMSZqb2JsaXN0X3ZpZXdfdmFjPTE4OTAzNDcmcGFnZWNsYXNzPUpvYnMmc2VhcmNoc29ydD1jbG9zaW5nJm93bmVyPTUwNzAwMDAmb3duZXJ0eXBlPWZhaXImdXNlcnNlYXJjaGNvbnRleHQ9NjI3MjEyNzkmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnJlcXNpZz0xNzAzOTQ0MzE0LTNhMzQzZWM3NGE0YTYxMjMzMjhjODUyZWEwMzA1NDg3ZTQyN2UwOGU=
