Title,Department,Location,Salary,Closing Date,UID,URL
Senior GIS developer,UK Hydrographic Office,Taunton,"Salary : £45,645",Closes : 11:55 pm on Tuesday 2nd January 2024,Reference : 331700,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT01JnNlYXJjaHNvcnQ9Y2xvc2luZyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXI9NTA3MDAwMCZwYWdlY2xhc3M9Sm9icyZ1c2Vyc2VhcmNoY29udGV4dD02MjcyMTI3OSZqb2JsaXN0X3ZpZXdfdmFjPTE4OTEzMzImb3duZXJ0eXBlPWZhaXImcmVxc2lnPTE3MDM5NDQyODItYjEzZDUzNGU2NzcyZDM5MGZjODgzNDIzOGY0ODdkZjVhOTY1ZDY1Yg==
Community Payback Supervisor - Kendal(Ref: 82495),HM Prison & Probation Service,"This position is based at NMS Unit 5 Mealbank Enterprise Park, LA9 6LZ","Salary : £24,228 to £30,208",Closes : 11:55 pm on Tuesday 2nd January 2024,Reference : 331766,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVydHlwZT1mYWlyJmpvYmxpc3Rfdmlld192YWM9MTg5MTMxMiZzZWFyY2hzb3J0PWNsb3Npbmcmb3duZXI9NTA3MDAwMCZ1c2Vyc2VhcmNoY29udGV4dD02MjcyMTI3OSZwYWdlY2xhc3M9Sm9icyZzZWFyY2hwYWdlPTYmcmVxc2lnPTE3MDM5NDQyODQtMTFiYmE2OWVkODNiMWQ0ZjhmMWY4M2Q3NzY3YjA0ZmY3YTMyZDk2ZA==
Business Administrator - People Hub(Ref: 82471),HM Prison & Probation Service,"This position is based at HMYOI STOKE HEATH MARKET DRAYTON, TF9 2JL","Salary : £25,752 to £27,116",Closes : 11:55 pm on Tuesday 2nd January 2024,Reference : 331738,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODkxMjkxJnNlYXJjaHNvcnQ9Y2xvc2luZyZ1c2Vyc2VhcmNoY29udGV4dD02MjcyMTI3OSZvd25lcj01MDcwMDAwJnBhZ2VjbGFzcz1Kb2JzJnNlYXJjaHBhZ2U9NiZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXJ0eXBlPWZhaXImcmVxc2lnPTE3MDM5NDQyODQtMTFiYmE2OWVkODNiMWQ0ZjhmMWY4M2Q3NzY3YjA0ZmY3YTMyZDk2ZA==
Product Lead (Assistive Technology) (Ref: 82452 ),Ministry of Justice,"East Midlands (England), East of England, London (region), North East England, North West England, Scotland, South East England, South West England, Wales, West Midlands (England), Yorkshire and the Humber","Salary : £54,358 to £66,670",Closes : 11:55 pm on Tuesday 2nd January 2024,Reference : 331728,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODkxMjc4Jm93bmVyPTUwNzAwMDAmc2VhcmNoc29ydD1jbG9zaW5nJnVzZXJzZWFyY2hjb250ZXh0PTYyNzIxMjc5JnBhZ2VjbGFzcz1Kb2JzJnNlYXJjaHBhZ2U9NiZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXJ0eXBlPWZhaXImcmVxc2lnPTE3MDM5NDQyODQtMTFiYmE2OWVkODNiMWQ0ZjhmMWY4M2Q3NzY3YjA0ZmY3YTMyZDk2ZA==
Change manager,Department for Energy Security & Net Zero,"Cardiff, London","Salary : £37,470 to £45,565",Closes : 11:55 pm on Tuesday 2nd January 2024,Reference : 331590,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT02JnBhZ2VjbGFzcz1Kb2JzJnNlYXJjaHNvcnQ9Y2xvc2luZyZ1c2Vyc2VhcmNoY29udGV4dD02MjcyMTI3OSZvd25lcj01MDcwMDAwJmpvYmxpc3Rfdmlld192YWM9MTg5MTI3NCZvd25lcnR5cGU9ZmFpciZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcmVxc2lnPTE3MDM5NDQyODQtMTFiYmE2OWVkODNiMWQ0ZjhmMWY4M2Q3NzY3YjA0ZmY3YTMyZDk2ZA==
Regional Security Manager ,HM Revenue and Customs,"Lynx House, 1 Northern Road, Portsmouth, PO6 3XA","Salary : £35,092 to £37,725",Closes : 11:55 pm on Tuesday 2nd January 2024,Reference : 329663,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVydHlwZT1mYWlyJm93bmVyPTUwNzAwMDAmc2VhcmNoc29ydD1jbG9zaW5nJnVzZXJzZWFyY2hjb250ZXh0PTYyNzIxMjc5JmpvYmxpc3Rfdmlld192YWM9MTg5MTI2MyZzZWFyY2hwYWdlPTYmcGFnZWNsYXNzPUpvYnMmcmVxc2lnPTE3MDM5NDQyODQtMTFiYmE2OWVkODNiMWQ0ZjhmMWY4M2Q3NzY3YjA0ZmY3YTMyZDk2ZA==
Senior Diary Manager,Department for Work and Pensions,"Birmingham, Blackpool, Cardiff, Glasgow, Leeds, London, Manchester, Newcastle-upon-Tyne, Sheffield","Salary : £35,711 to £41,567",Closes : 11:55 pm on Tuesday 2nd January 2024,Reference : 329195,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmc2VhcmNocGFnZT02JmpvYmxpc3Rfdmlld192YWM9MTg5MTI2MCZvd25lcj01MDcwMDAwJnNlYXJjaHNvcnQ9Y2xvc2luZyZ1c2Vyc2VhcmNoY29udGV4dD02MjcyMTI3OSZvd25lcnR5cGU9ZmFpciZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcmVxc2lnPTE3MDM5NDQyODQtMTFiYmE2OWVkODNiMWQ0ZjhmMWY4M2Q3NzY3YjA0ZmY3YTMyZDk2ZA==
Health & Safety Manager,Department for Work and Pensions,"Birmingham, Blackpool, Cardiff, Glasgow, Leeds, London, Manchester, Newcastle-upon-Tyne, Sheffield","Salary : £40,201 to £47,986",Closes : 11:55 pm on Tuesday 2nd January 2024,Reference : 329191,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnBhZ2VjbGFzcz1Kb2JzJnNlYXJjaHBhZ2U9NiZqb2JsaXN0X3ZpZXdfdmFjPTE4OTEyNTkmdXNlcnNlYXJjaGNvbnRleHQ9NjI3MjEyNzkmc2VhcmNoc29ydD1jbG9zaW5nJm93bmVyPTUwNzAwMDAmcmVxc2lnPTE3MDM5NDQyODQtMTFiYmE2OWVkODNiMWQ0ZjhmMWY4M2Q3NzY3YjA0ZmY3YTMyZDk2ZA==
Remediation Delivery Change Manager ,"Department for Levelling Up, Housing and Communities","Darlington, Wolverhampton","Salary : £51,934",Closes : 11:55 pm on Tuesday 2nd January 2024,Reference : 331692,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnBhZ2VjbGFzcz1Kb2JzJnNlYXJjaHBhZ2U9NiZqb2JsaXN0X3ZpZXdfdmFjPTE4OTEyNTAmc2VhcmNoc29ydD1jbG9zaW5nJnVzZXJzZWFyY2hjb250ZXh0PTYyNzIxMjc5Jm93bmVyPTUwNzAwMDAmcmVxc2lnPTE3MDM5NDQyODQtMTFiYmE2OWVkODNiMWQ0ZjhmMWY4M2Q3NzY3YjA0ZmY3YTMyZDk2ZA==
Senior Business Analyst,Department for Education,"Coventry, West Midlands (England), CV1 2WT : Darlington, North East England, DL1 5QE : Manchester, North West England, M1 2WD : Sheffield, Yorkshire and the Humber, S1 2FJ","Salary : £39,483",Closes : 11:55 pm on Tuesday 2nd January 2024,Reference : 330712,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVydHlwZT1mYWlyJnNlYXJjaHNvcnQ9Y2xvc2luZyZ1c2Vyc2VhcmNoY29udGV4dD02MjcyMTI3OSZvd25lcj01MDcwMDAwJmpvYmxpc3Rfdmlld192YWM9MTg5MTI0OSZzZWFyY2hwYWdlPTYmcGFnZWNsYXNzPUpvYnMmcmVxc2lnPTE3MDM5NDQyODQtMTFiYmE2OWVkODNiMWQ0ZjhmMWY4M2Q3NzY3YjA0ZmY3YTMyZDk2ZA==
Administrative Officer (AO)/E1 – Executive Assistant to the Head of Defence Operational Capability,Ministry of Defence,"City of Westminster, London (region), SW1A 2HB","Salary : £24,040",Closes : 11:55 pm on Tuesday 2nd January 2024,Reference : 330209,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT02JnBhZ2VjbGFzcz1Kb2JzJnNlYXJjaHNvcnQ9Y2xvc2luZyZ1c2Vyc2VhcmNoY29udGV4dD02MjcyMTI3OSZvd25lcj01MDcwMDAwJmpvYmxpc3Rfdmlld192YWM9MTg5MTIwMyZvd25lcnR5cGU9ZmFpciZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcmVxc2lnPTE3MDM5NDQyODQtMTFiYmE2OWVkODNiMWQ0ZjhmMWY4M2Q3NzY3YjA0ZmY3YTMyZDk2ZA==
Warehousing - Specialist Production Instructor (SPI): Warehousing and Performing Manufacturing Operations - HMP Onley (Ref: 77746),HM Prison & Probation Service,"This position is based at HMYOI ONLEY RUGBY, CV23 8AP","Salary : £30,471",Closes : 11:55 pm on Tuesday 2nd January 2024,Reference : 331599,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHBhZ2U9NiZwYWdlY2xhc3M9Sm9icyZ1c2Vyc2VhcmNoY29udGV4dD02MjcyMTI3OSZzZWFyY2hzb3J0PWNsb3Npbmcmb3duZXI9NTA3MDAwMCZqb2JsaXN0X3ZpZXdfdmFjPTE4OTExOTAmcmVxc2lnPTE3MDM5NDQyODQtMTFiYmE2OWVkODNiMWQ0ZjhmMWY4M2Q3NzY3YjA0ZmY3YTMyZDk2ZA==
Equalities Manager (Ref: 82466),HM Prison & Probation Service,"This position is based at HMYOI Stoke Heath Market Drayton, TF9 2JL","Salary : £34,862 to £40,094",Closes : 11:55 pm on Tuesday 2nd January 2024,Reference : 331594,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODkxMTg3Jm93bmVyPTUwNzAwMDAmc2VhcmNoc29ydD1jbG9zaW5nJnVzZXJzZWFyY2hjb250ZXh0PTYyNzIxMjc5JnBhZ2VjbGFzcz1Kb2JzJnNlYXJjaHBhZ2U9NiZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXJ0eXBlPWZhaXImcmVxc2lnPTE3MDM5NDQyODQtMTFiYmE2OWVkODNiMWQ0ZjhmMWY4M2Q3NzY3YjA0ZmY3YTMyZDk2ZA==
Policy Lead - Adult Social Care Workforce Strategy & Capacity,Department of Health and Social Care,"Leeds, London","Salary : £40,025 to £46,918",Closes : 11:55 pm on Tuesday 2nd January 2024,Reference : 328275,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVydHlwZT1mYWlyJnNlYXJjaHNvcnQ9Y2xvc2luZyZ1c2Vyc2VhcmNoY29udGV4dD02MjcyMTI3OSZvd25lcj01MDcwMDAwJmpvYmxpc3Rfdmlld192YWM9MTg5MTE3NSZzZWFyY2hwYWdlPTYmcGFnZWNsYXNzPUpvYnMmcmVxc2lnPTE3MDM5NDQyODQtMTFiYmE2OWVkODNiMWQ0ZjhmMWY4M2Q3NzY3YjA0ZmY3YTMyZDk2ZA==
International Policy Advisor,"Department for Science, Innovation & Technology","Birmingham, Cardiff, Darlington, Edinburgh, London, Manchester","Salary : £31,120 to £37,260",Closes : 11:55 pm on Tuesday 2nd January 2024,Reference : 331408,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmc2VhcmNocGFnZT02JmpvYmxpc3Rfdmlld192YWM9MTg5MTExOCZzZWFyY2hzb3J0PWNsb3NpbmcmdXNlcnNlYXJjaGNvbnRleHQ9NjI3MjEyNzkmb3duZXI9NTA3MDAwMCZvd25lcnR5cGU9ZmFpciZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcmVxc2lnPTE3MDM5NDQyODQtMTFiYmE2OWVkODNiMWQ0ZjhmMWY4M2Q3NzY3YjA0ZmY3YTMyZDk2ZA==
Debt Management Telephony Officer,Department for Work and Pensions,Salford,"Salary : £24,273",Closes : 11:55 pm on Tuesday 2nd January 2024,Reference : 329487,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmc2VhcmNocGFnZT02JmpvYmxpc3Rfdmlld192YWM9MTg5MTEwMSZzZWFyY2hzb3J0PWNsb3NpbmcmdXNlcnNlYXJjaGNvbnRleHQ9NjI3MjEyNzkmb3duZXI9NTA3MDAwMCZvd25lcnR5cGU9ZmFpciZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcmVxc2lnPTE3MDM5NDQyODQtMTFiYmE2OWVkODNiMWQ0ZjhmMWY4M2Q3NzY3YjA0ZmY3YTMyZDk2ZA==
Debt Management Telephony Officer,Department for Work and Pensions,Barnsley,"Salary : £24,273",Closes : 11:55 pm on Tuesday 2nd January 2024,Reference : 329381,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVydHlwZT1mYWlyJmpvYmxpc3Rfdmlld192YWM9MTg5MTEwMCZ1c2Vyc2VhcmNoY29udGV4dD02MjcyMTI3OSZzZWFyY2hzb3J0PWNsb3Npbmcmb3duZXI9NTA3MDAwMCZwYWdlY2xhc3M9Sm9icyZzZWFyY2hwYWdlPTYmcmVxc2lnPTE3MDM5NDQyODQtMTFiYmE2OWVkODNiMWQ0ZjhmMWY4M2Q3NzY3YjA0ZmY3YTMyZDk2ZA==
Leasehold Property Officer,Department for Work and Pensions,"Birmingham, Blackpool, Cardiff, Glasgow, Leeds, London, Manchester, Newcastle-upon-Tyne, Sheffield","Salary : £35,711 to £41,567",Closes : 11:55 pm on Tuesday 2nd January 2024,Reference : 329155,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT02JnBhZ2VjbGFzcz1Kb2JzJnNlYXJjaHNvcnQ9Y2xvc2luZyZ1c2Vyc2VhcmNoY29udGV4dD02MjcyMTI3OSZvd25lcj01MDcwMDAwJmpvYmxpc3Rfdmlld192YWM9MTg5MTA4MCZvd25lcnR5cGU9ZmFpciZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcmVxc2lnPTE3MDM5NDQyODQtMTFiYmE2OWVkODNiMWQ0ZjhmMWY4M2Q3NzY3YjA0ZmY3YTMyZDk2ZA==
Senior Programme Manager (Life Cycle Works),Department for Work and Pensions,"Birmingham, Blackpool, Cardiff, Glasgow, Leeds, London, Manchester, Newcastle-upon-Tyne, Sheffield","Salary : £52,412 to £68,918",Closes : 11:55 pm on Tuesday 2nd January 2024,Reference : 329141,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnBhZ2VjbGFzcz1Kb2JzJnNlYXJjaHBhZ2U9NiZqb2JsaXN0X3ZpZXdfdmFjPTE4OTEwNzkmc2VhcmNoc29ydD1jbG9zaW5nJnVzZXJzZWFyY2hjb250ZXh0PTYyNzIxMjc5Jm93bmVyPTUwNzAwMDAmcmVxc2lnPTE3MDM5NDQyODQtMTFiYmE2OWVkODNiMWQ0ZjhmMWY4M2Q3NzY3YjA0ZmY3YTMyZDk2ZA==
Project Management Office Lead,Department for Work and Pensions,"Birmingham, Blackpool, Cardiff, Glasgow, Leeds, London, Manchester, Newcastle-upon-Tyne, Sheffield","Salary : £52,412 to £68,918",Closes : 11:55 pm on Tuesday 2nd January 2024,Reference : 329133,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODkxMDc4JnNlYXJjaHNvcnQ9Y2xvc2luZyZ1c2Vyc2VhcmNoY29udGV4dD02MjcyMTI3OSZvd25lcj01MDcwMDAwJnBhZ2VjbGFzcz1Kb2JzJnNlYXJjaHBhZ2U9NiZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXJ0eXBlPWZhaXImcmVxc2lnPTE3MDM5NDQyODQtMTFiYmE2OWVkODNiMWQ0ZjhmMWY4M2Q3NzY3YjA0ZmY3YTMyZDk2ZA==
DIO – Ministry of Defence Guard Service – Security Officer Roster Day Worker,Ministry of Defence,"DM Crombie, Dunfermline, Fife, KY12 8LA","Salary : £27,050",Closes : 11:55 pm on Tuesday 2nd January 2024,Reference : 330834,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT02JnBhZ2VjbGFzcz1Kb2JzJnNlYXJjaHNvcnQ9Y2xvc2luZyZ1c2Vyc2VhcmNoY29udGV4dD02MjcyMTI3OSZvd25lcj01MDcwMDAwJmpvYmxpc3Rfdmlld192YWM9MTg5MTA1NiZvd25lcnR5cGU9ZmFpciZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcmVxc2lnPTE3MDM5NDQyODQtMTFiYmE2OWVkODNiMWQ0ZjhmMWY4M2Q3NzY3YjA0ZmY3YTMyZDk2ZA==
Senior Policy Adviser - Cross-Cutting Reform,HM Treasury,This post will be based in Darlington (Feethams House).,"Salary : £52,960 to £59,190",Closes : 11:55 pm on Tuesday 2nd January 2024,Reference : 330931,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODkxMDI4JnNlYXJjaHNvcnQ9Y2xvc2luZyZ1c2Vyc2VhcmNoY29udGV4dD02MjcyMTI3OSZvd25lcj01MDcwMDAwJnBhZ2VjbGFzcz1Kb2JzJnNlYXJjaHBhZ2U9NiZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXJ0eXBlPWZhaXImcmVxc2lnPTE3MDM5NDQyODQtMTFiYmE2OWVkODNiMWQ0ZjhmMWY4M2Q3NzY3YjA0ZmY3YTMyZDk2ZA==
Inspection Senior Policy Advisor - Start for Life,Department of Health and Social Care,"Leeds, London","Salary : £40,025 to £46,918",Closes : 11:55 pm on Tuesday 2nd January 2024,Reference : 330997,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmc2VhcmNocGFnZT02JmpvYmxpc3Rfdmlld192YWM9MTg5MTAxMyZzZWFyY2hzb3J0PWNsb3NpbmcmdXNlcnNlYXJjaGNvbnRleHQ9NjI3MjEyNzkmb3duZXI9NTA3MDAwMCZvd25lcnR5cGU9ZmFpciZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcmVxc2lnPTE3MDM5NDQyODQtMTFiYmE2OWVkODNiMWQ0ZjhmMWY4M2Q3NzY3YjA0ZmY3YTMyZDk2ZA==
Geospatial Officer,UK Health Security Agency,Remote working (anywhere in the UK),"Salary : £25,976 to £34,453",Closes : 11:55 pm on Tuesday 2nd January 2024,Reference : 331373,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVydHlwZT1mYWlyJmpvYmxpc3Rfdmlld192YWM9MTg5MTAxMiZzZWFyY2hzb3J0PWNsb3Npbmcmb3duZXI9NTA3MDAwMCZ1c2Vyc2VhcmNoY29udGV4dD02MjcyMTI3OSZwYWdlY2xhc3M9Sm9icyZzZWFyY2hwYWdlPTYmcmVxc2lnPTE3MDM5NDQyODQtMTFiYmE2OWVkODNiMWQ0ZjhmMWY4M2Q3NzY3YjA0ZmY3YTMyZDk2ZA==
Programme Facilitator (Ref: 82386),HM Prison & Probation Service,"This position is based at NPS 50 AVENHAM STREET PRESTON, PR1 3BN, NPS BUSHER LODGE KENDAL, LA9 4RF, NPS GEORGIAN HOUSE CARLISLE, CA3 8DR","Salary : £24,228 to £30,208",Closes : 11:55 pm on Tuesday 2nd January 2024,Reference : 331318,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVydHlwZT1mYWlyJnNlYXJjaHNvcnQ9Y2xvc2luZyZ1c2Vyc2VhcmNoY29udGV4dD02MjcyMTI3OSZvd25lcj01MDcwMDAwJmpvYmxpc3Rfdmlld192YWM9MTg5MDk3NyZzZWFyY2hwYWdlPTYmcGFnZWNsYXNzPUpvYnMmcmVxc2lnPTE3MDM5NDQyODQtMTFiYmE2OWVkODNiMWQ0ZjhmMWY4M2Q3NzY3YjA0ZmY3YTMyZDk2ZA==
Case Administrator Manchester North (Ref:82387),HM Prison & Probation Service,"This position is based at JSO Redfern Building 30 Hanover Street Manchester, M4 4AH","Salary : £20,126 to £24,225",Closes : 11:55 pm on Tuesday 2nd January 2024,Reference : 331285,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmc2VhcmNocGFnZT02JmpvYmxpc3Rfdmlld192YWM9MTg5MDk1MSZ1c2Vyc2VhcmNoY29udGV4dD02MjcyMTI3OSZzZWFyY2hzb3J0PWNsb3Npbmcmb3duZXI9NTA3MDAwMCZvd25lcnR5cGU9ZmFpciZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcmVxc2lnPTE3MDM5NDQyODQtMTFiYmE2OWVkODNiMWQ0ZjhmMWY4M2Q3NzY3YjA0ZmY3YTMyZDk2ZA==
Business Hub Manager(Ref: 82359),HM Prison & Probation Service,"This position is based at HMYOI STOKE HEATH MARKET DRAYTON, TF9 2JL","Salary : £33,104 to £34,694",Closes : 11:55 pm on Tuesday 2nd January 2024,Reference : 331260,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JmpvYmxpc3Rfdmlld192YWM9MTg5MDkzMiZzZWFyY2hwYWdlPTcmb3duZXJ0eXBlPWZhaXImb3duZXI9NTA3MDAwMCZzZWFyY2hzb3J0PWNsb3NpbmcmdXNlcnNlYXJjaGNvbnRleHQ9NjI3MjEyNzkmcmVxc2lnPTE3MDM5NDQyODYtMDdmMmVlYzMzODMzY2E2ZDM1NGRjZThiODgyYjNiM2U2N2U1ZWMxYw==
Marine Adviser - Ref : 5645,Natural England,East of England,"Salary : £25,064",Closes : 11:55 pm on Tuesday 2nd January 2024,Reference : 331243,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnBhZ2VjbGFzcz1Kb2JzJmpvYmxpc3Rfdmlld192YWM9MTg5MDkyMiZvd25lcj01MDcwMDAwJnNlYXJjaHBhZ2U9NyZvd25lcnR5cGU9ZmFpciZ1c2Vyc2VhcmNoY29udGV4dD02MjcyMTI3OSZzZWFyY2hzb3J0PWNsb3NpbmcmcmVxc2lnPTE3MDM5NDQyODYtMDdmMmVlYzMzODMzY2E2ZDM1NGRjZThiODgyYjNiM2U2N2U1ZWMxYw==
Work Psychologist,Department for Work and Pensions,"East Midlands (England), North West England, Scotland, South East England, South West England, Wales, West Midlands (England), Yorkshire and the Humber","Salary : £29,500 to £38,339",Closes : 11:55 pm on Tuesday 2nd January 2024,Reference : 327942,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODkwOTE4JnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZwYWdlY2xhc3M9Sm9icyZ1c2Vyc2VhcmNoY29udGV4dD02MjcyMTI3OSZzZWFyY2hzb3J0PWNsb3Npbmcmb3duZXI9NTA3MDAwMCZvd25lcnR5cGU9ZmFpciZzZWFyY2hwYWdlPTcmcmVxc2lnPTE3MDM5NDQyODYtMDdmMmVlYzMzODMzY2E2ZDM1NGRjZThiODgyYjNiM2U2N2U1ZWMxYw==
Aviation Policy Advisor ,Department for Transport,"Birmingham, Leeds, London","Salary : £32,603",Closes : 11:55 pm on Tuesday 2nd January 2024,Reference : 330311,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODkwOTExJnBhZ2VjbGFzcz1Kb2JzJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZzZWFyY2hzb3J0PWNsb3NpbmcmdXNlcnNlYXJjaGNvbnRleHQ9NjI3MjEyNzkmc2VhcmNocGFnZT03Jm93bmVydHlwZT1mYWlyJm93bmVyPTUwNzAwMDAmcmVxc2lnPTE3MDM5NDQyODYtMDdmMmVlYzMzODMzY2E2ZDM1NGRjZThiODgyYjNiM2U2N2U1ZWMxYw==
Public Health & Clinical Fellow,UK Health Security Agency,London,"Salary : £43,923 to £63,152",Closes : 11:55 pm on Tuesday 2nd January 2024,Reference : 330485,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImc2VhcmNocGFnZT03Jm93bmVyPTUwNzAwMDAmc2VhcmNoc29ydD1jbG9zaW5nJnVzZXJzZWFyY2hjb250ZXh0PTYyNzIxMjc5JnBhZ2VjbGFzcz1Kb2JzJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZqb2JsaXN0X3ZpZXdfdmFjPTE4OTA4ODYmcmVxc2lnPTE3MDM5NDQyODYtMDdmMmVlYzMzODMzY2E2ZDM1NGRjZThiODgyYjNiM2U2N2U1ZWMxYw==
Chief Media Officer - GCS - Cabinet Office Communications,Cabinet Office,London,"Salary : £58,800 to £64,000",Closes : 11:55 pm on Tuesday 2nd January 2024,Reference : 330421,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT03Jm93bmVydHlwZT1mYWlyJm93bmVyPTUwNzAwMDAmc2VhcmNoc29ydD1jbG9zaW5nJnVzZXJzZWFyY2hjb250ZXh0PTYyNzIxMjc5JnBhZ2VjbGFzcz1Kb2JzJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZqb2JsaXN0X3ZpZXdfdmFjPTE4OTA4ODQmcmVxc2lnPTE3MDM5NDQyODYtMDdmMmVlYzMzODMzY2E2ZDM1NGRjZThiODgyYjNiM2U2N2U1ZWMxYw==
Senior Finance Adviser,HM Treasury,This post is based in Darlington (Feethams House).,"Salary : £52,960 to £59,190",Closes : 11:55 pm on Tuesday 2nd January 2024,Reference : 330422,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZvd25lcnR5cGU9ZmFpciZzZWFyY2hwYWdlPTcmdXNlcnNlYXJjaGNvbnRleHQ9NjI3MjEyNzkmc2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZwYWdlY2xhc3M9Sm9icyZqb2JsaXN0X3ZpZXdfdmFjPTE4OTA4NTcmcmVxc2lnPTE3MDM5NDQyODYtMDdmMmVlYzMzODMzY2E2ZDM1NGRjZThiODgyYjNiM2U2N2U1ZWMxYw==
