Title,Department,Location,Salary,Closing Date,UID,URL
Administrative Officer - Kidderminster (Ref: 81811),HM Courts and Tribunals Service,"This position is based at KIDDERMINSTER MAGISTRATES KIDDERMINSTER, DY10 1QQ","Salary : £22,940",Closes : 11:55 pm on Monday 11th December 2023,Reference : 328315,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODg4NDM0JnNlYXJjaHNvcnQ9Y2xvc2luZyZvd25lcnR5cGU9ZmFpciZwYWdlY2xhc3M9Sm9icyZzZWFyY2hwYWdlPTEwJnVzZXJzZWFyY2hjb250ZXh0PTYxMDAyNzMwJm93bmVyPTUwNzAwMDAmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnJlcXNpZz0xNzAyMjQ2Mzg0LWFhMmU1NzY3YTdlNTFjYjEzNjk4NjIzOTlhNWMxYWFjZTk1ZTkyZTc=
Deputy Head of Ministerial Contact Unit,"Department for Environment, Food and Rural Affairs","Bristol, London","Salary : £49,403 to £61,392",Closes : 11:55 pm on Monday 11th December 2023,Reference : 328000,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImc2VhcmNocGFnZT0xMCZwYWdlY2xhc3M9Sm9icyZzZWFyY2hzb3J0PWNsb3Npbmcmam9ibGlzdF92aWV3X3ZhYz0xODg4NDMwJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZvd25lcj01MDcwMDAwJnVzZXJzZWFyY2hjb250ZXh0PTYxMDAyNzMwJnJlcXNpZz0xNzAyMjQ2Mzg0LWFhMmU1NzY3YTdlNTFjYjEzNjk4NjIzOTlhNWMxYWFjZTk1ZTkyZTc=
Industries Manager - (AUM) -Industries & Business Community Engagement - HMP Grendon(Ref: 81729),HM Prison & Probation Service,"This position is based at HM Prison Grendon, HP18 0TL","Salary : £34,862 to £40,094",Closes : 11:55 pm on Monday 11th December 2023,Reference : 328199,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmc2VhcmNocGFnZT0xMCZvd25lcnR5cGU9ZmFpciZzZWFyY2hzb3J0PWNsb3Npbmcmam9ibGlzdF92aWV3X3ZhYz0xODg4MzcwJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZ1c2Vyc2VhcmNoY29udGV4dD02MTAwMjczMCZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzAyMjQ2Mzg0LWFhMmU1NzY3YTdlNTFjYjEzNjk4NjIzOTlhNWMxYWFjZTk1ZTkyZTc=
Probation Service Officer - Trent House (Ref: 81564),HM Prison & Probation Service,"This position is based at NPS TRENT HOUSE NOTTINGHAM, NG3 4JF","Salary : £23,637 to £29,046",Closes : 11:55 pm on Monday 11th December 2023,Reference : 328182,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnVzZXJzZWFyY2hjb250ZXh0PTYxMDAyNzMwJm93bmVyPTUwNzAwMDAmc2VhcmNocGFnZT0xMCZwYWdlY2xhc3M9Sm9icyZvd25lcnR5cGU9ZmFpciZzZWFyY2hzb3J0PWNsb3Npbmcmam9ibGlzdF92aWV3X3ZhYz0xODg4MzY3JnJlcXNpZz0xNzAyMjQ2Mzg0LWFhMmU1NzY3YTdlNTFjYjEzNjk4NjIzOTlhNWMxYWFjZTk1ZTkyZTc=
Assistant Disclosure Specialist or Business Co-Ordinator (Ref:81611),Ministry of Justice,"This position is based at 102 PETTY FRANCE (MOJ) LONDON, SW1H 9AJ","Salary : £31,169 to £32,760",Closes : 11:55 pm on Monday 11th December 2023,Reference : 328127,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmc2VhcmNocGFnZT0xMCZvd25lcnR5cGU9ZmFpciZzZWFyY2hzb3J0PWNsb3Npbmcmam9ibGlzdF92aWV3X3ZhYz0xODg4MzMxJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZvd25lcj01MDcwMDAwJnVzZXJzZWFyY2hjb250ZXh0PTYxMDAyNzMwJnJlcXNpZz0xNzAyMjQ2Mzg0LWFhMmU1NzY3YTdlNTFjYjEzNjk4NjIzOTlhNWMxYWFjZTk1ZTkyZTc=
Team Leader - Northampton (Ref: 81796),HM Courts and Tribunals Service,"This position is based at NORTHAMPTON COMBINED NORTHAMPTON, NN1 3HQ","Salary : £27,223 to £28,613",Closes : 11:55 pm on Monday 11th December 2023,Reference : 328116,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VjbGFzcz1Kb2JzJnNlYXJjaHBhZ2U9MTAmb3duZXJ0eXBlPWZhaXImam9ibGlzdF92aWV3X3ZhYz0xODg4MzE4JnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZvd25lcj01MDcwMDAwJnVzZXJzZWFyY2hjb250ZXh0PTYxMDAyNzMwJnJlcXNpZz0xNzAyMjQ2Mzg0LWFhMmU1NzY3YTdlNTFjYjEzNjk4NjIzOTlhNWMxYWFjZTk1ZTkyZTc=
Senior Policy Advisor ,Department of Health and Social Care,Leeds and London,"Salary : £40,025",Closes : 11:55 pm on Monday 11th December 2023,Reference : 325040,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NjEwMDI3MzAmb3duZXJ0eXBlPWZhaXImcGFnZWNsYXNzPUpvYnMmam9ibGlzdF92aWV3X3ZhYz0xODg4MTg2JnNlYXJjaHNvcnQ9Y2xvc2luZyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmc2VhcmNocGFnZT0xMSZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzAyMjQ2Mzg2LWNmNmFkNTQxYjJiYzgwMGYwMDM3NjJiNDBiYjI1OGU3OTZiMzZmOGI=
Diary Manager and Administrative Support (HPGA) (Ref: 81766),HM Courts and Tribunals Service,"East Midlands (England), East of England, London (region), North East England, North West England, Scotland, South East England, South West England, Wales, West Midlands (England), Yorkshire and the Humber","Salary : £27,223 to £32,760",Closes : 11:55 pm on Monday 11th December 2023,Reference : 327861,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHNvcnQ9Y2xvc2luZyZqb2JsaXN0X3ZpZXdfdmFjPTE4ODgxNTgmcGFnZWNsYXNzPUpvYnMmdXNlcnNlYXJjaGNvbnRleHQ9NjEwMDI3MzAmb3duZXJ0eXBlPWZhaXImb3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTExJnJlcXNpZz0xNzAyMjQ2Mzg2LWNmNmFkNTQxYjJiYzgwMGYwMDM3NjJiNDBiYjI1OGU3OTZiMzZmOGI=
"Deputy Director – Companies and Commercial Projects, DHSC",Department of Health and Social Care,London or Leeds. Occasional travel between DHSC locations and NHS Trusts will be required for this role.,"Salary : £75,000",Closes : 11:55 pm on Monday 11th December 2023,Reference : 325387,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTExJnNlYXJjaHNvcnQ9Y2xvc2luZyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmam9ibGlzdF92aWV3X3ZhYz0xODg4MDcyJm93bmVydHlwZT1mYWlyJnVzZXJzZWFyY2hjb250ZXh0PTYxMDAyNzMwJnBhZ2VjbGFzcz1Kb2JzJnJlcXNpZz0xNzAyMjQ2Mzg2LWNmNmFkNTQxYjJiYzgwMGYwMDM3NjJiNDBiYjI1OGU3OTZiMzZmOGI=
Band 5 Mechanical Engineer/Scientist (Engineering Incident Investigator),Health and Safety Executive,"Buxton, East Midlands (England), SK17 9JN","Salary : £27,316 to £30,344",Closes : 11:55 pm on Monday 11th December 2023,Reference : 322434,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODg4MDY0JnNlYXJjaHNvcnQ9Y2xvc2luZyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXJ0eXBlPWZhaXImdXNlcnNlYXJjaGNvbnRleHQ9NjEwMDI3MzAmcGFnZWNsYXNzPUpvYnMmb3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTExJnJlcXNpZz0xNzAyMjQ2Mzg2LWNmNmFkNTQxYjJiYzgwMGYwMDM3NjJiNDBiYjI1OGU3OTZiMzZmOGI=
Textiles - Specialist Production Instructor (SPI): Garment Manufacture - HMP Channings Wood(Ref: 81668),HM Prison & Probation Service,"This position is based at HMP CHANNINGS WOOD NEWTON ABBOT, TQ12 6DW","Salary : £30,471",Closes : 11:55 pm on Monday 11th December 2023,Reference : 327691,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NjEwMDI3MzAmb3duZXJ0eXBlPWZhaXImcGFnZWNsYXNzPUpvYnMmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHNvcnQ9Y2xvc2luZyZqb2JsaXN0X3ZpZXdfdmFjPTE4ODgwNDYmc2VhcmNocGFnZT0xMSZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzAyMjQ2Mzg2LWNmNmFkNTQxYjJiYzgwMGYwMDM3NjJiNDBiYjI1OGU3OTZiMzZmOGI=
Land Based Activities - Specialist Production instructor (SPI): Commercial Horticulture - HMP The Mount (Ref: 81675),HM Prison & Probation Service,"This position is based at HM Prison Mount, HP3 0NZ","Salary : £30,471",Closes : 11:55 pm on Monday 11th December 2023,Reference : 327685,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT0xMSZvd25lcj01MDcwMDAwJm93bmVydHlwZT1mYWlyJnVzZXJzZWFyY2hjb250ZXh0PTYxMDAyNzMwJnBhZ2VjbGFzcz1Kb2JzJnNlYXJjaHNvcnQ9Y2xvc2luZyZqb2JsaXN0X3ZpZXdfdmFjPTE4ODgwMzUmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnJlcXNpZz0xNzAyMjQ2Mzg2LWNmNmFkNTQxYjJiYzgwMGYwMDM3NjJiNDBiYjI1OGU3OTZiMzZmOGI=
Land Based Activities - Skilled Delivery (SD) : Grounds Maintenance - HMP New Hall (Ref: 81650),HM Prison & Probation Service,"This position is based at HM Prison New Hall, WF4 4XX","Salary : £25,752 to £27,116",Closes : 11:55 pm on Monday 11th December 2023,Reference : 327681,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTExJnNlYXJjaHNvcnQ9Y2xvc2luZyZqb2JsaXN0X3ZpZXdfdmFjPTE4ODgwMzMmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnBhZ2VjbGFzcz1Kb2JzJm93bmVydHlwZT1mYWlyJnVzZXJzZWFyY2hjb250ZXh0PTYxMDAyNzMwJnJlcXNpZz0xNzAyMjQ2Mzg2LWNmNmFkNTQxYjJiYzgwMGYwMDM3NjJiNDBiYjI1OGU3OTZiMzZmOGI=
RRPA Senior Administrative Officer - London Approved Premises (Fixed Term Contract) (Ref: 81660),HM Prison & Probation Service,"This position is based at NPS Mitre House London, SE1 1JD","Salary : £23,637 to £29,046",Closes : 11:55 pm on Monday 11th December 2023,Reference : 327599,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZqb2JsaXN0X3ZpZXdfdmFjPTE4ODc5NjYmcGFnZWNsYXNzPUpvYnMmb3duZXJ0eXBlPWZhaXImdXNlcnNlYXJjaGNvbnRleHQ9NjEwMDI3MzAmb3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTExJnJlcXNpZz0xNzAyMjQ2Mzg2LWNmNmFkNTQxYjJiYzgwMGYwMDM3NjJiNDBiYjI1OGU3OTZiMzZmOGI=
Fleet Engineering Services Workshop Fitter (Ref:81703),Ministry of Justice,"This position is based at NDC BRANSTON - FLEET ENGINEERING SERVICES BURTON-ON-TRENT, DE14 3EG","Salary : £32,827 to £35,678",Closes : 11:55 pm on Monday 11th December 2023,Reference : 327601,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NjEwMDI3MzAmb3duZXJ0eXBlPWZhaXImcGFnZWNsYXNzPUpvYnMmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHNvcnQ9Y2xvc2luZyZqb2JsaXN0X3ZpZXdfdmFjPTE4ODc5NjUmc2VhcmNocGFnZT0xMSZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzAyMjQ2Mzg2LWNmNmFkNTQxYjJiYzgwMGYwMDM3NjJiNDBiYjI1OGU3OTZiMzZmOGI=
"Deputy Director, Head of Protection and Enforcement Analysis & Insight",Home Office,"Croydon, London, Manchester, Sheffield","Salary : £75,000 to £85,000",Closes : 11:55 pm on Monday 11th December 2023,Reference : 327557,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NjEwMDI3MzAmb3duZXJ0eXBlPWZhaXImcGFnZWNsYXNzPUpvYnMmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHNvcnQ9Y2xvc2luZyZqb2JsaXN0X3ZpZXdfdmFjPTE4ODc4ODEmc2VhcmNocGFnZT0xMSZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzAyMjQ2Mzg2LWNmNmFkNTQxYjJiYzgwMGYwMDM3NjJiNDBiYjI1OGU3OTZiMzZmOGI=
Deputy Director Royal Fleet Auxiliary,Ministry of Defence,"Navy Headquarters, Whale Island, Portsmouth","Salary : £75,000 to £100,000",Closes : 11:55 pm on Monday 11th December 2023,Reference : 327215,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT0xMSZvd25lcj01MDcwMDAwJnBhZ2VjbGFzcz1Kb2JzJm93bmVydHlwZT1mYWlyJnVzZXJzZWFyY2hjb250ZXh0PTYxMDAyNzMwJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZzZWFyY2hzb3J0PWNsb3Npbmcmam9ibGlzdF92aWV3X3ZhYz0xODg3ODU4JnJlcXNpZz0xNzAyMjQ2Mzg2LWNmNmFkNTQxYjJiYzgwMGYwMDM3NjJiNDBiYjI1OGU3OTZiMzZmOGI=
Case Administrator - Yorkshire and the Humber Probation Service - Barnsley and Rotherham (Ref:81608),HM Prison & Probation Service,"This position can be based at NPS ACORN HOUSE BARNSLEY, S71 1HH, NPS ASHLEY BUSINESS COURT ROTHERHAM, S60 1RU","Salary : £20,126 to £23,182",Closes : 11:55 pm on Monday 11th December 2023,Reference : 327528,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTExJnNlYXJjaHNvcnQ9Y2xvc2luZyZqb2JsaXN0X3ZpZXdfdmFjPTE4ODc4NTUmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnBhZ2VjbGFzcz1Kb2JzJm93bmVydHlwZT1mYWlyJnVzZXJzZWFyY2hjb250ZXh0PTYxMDAyNzMwJnJlcXNpZz0xNzAyMjQ2Mzg2LWNmNmFkNTQxYjJiYzgwMGYwMDM3NjJiNDBiYjI1OGU3OTZiMzZmOGI=
Senior Lecturer Thermal Hydraulics - Navy Command,Ministry of Defence,"HMS Sultan, Military Road, Gosport, PO12 3BY","Salary : £43,080",Closes : 11:55 pm on Monday 11th December 2023,Reference : 327478,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHNvcnQ9Y2xvc2luZyZqb2JsaXN0X3ZpZXdfdmFjPTE4ODc4MzUmcGFnZWNsYXNzPUpvYnMmdXNlcnNlYXJjaGNvbnRleHQ9NjEwMDI3MzAmb3duZXJ0eXBlPWZhaXImb3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTExJnJlcXNpZz0xNzAyMjQ2Mzg2LWNmNmFkNTQxYjJiYzgwMGYwMDM3NjJiNDBiYjI1OGU3OTZiMzZmOGI=
Finance and Commercial Readiness Officer (Ref: 81497),Ministry of Justice,"East Midlands (England), East of England, London (region), North East England, North West England, Scotland, South East England, South West England, Wales, West Midlands (England), Yorkshire and the Humber","Salary : £32,827 to £40,403",Closes : 11:55 pm on Monday 11th December 2023,Reference : 327483,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmdXNlcnNlYXJjaGNvbnRleHQ9NjEwMDI3MzAmb3duZXJ0eXBlPWZhaXImc2VhcmNoc29ydD1jbG9zaW5nJmpvYmxpc3Rfdmlld192YWM9MTg4NzgyNyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmc2VhcmNocGFnZT0xMSZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzAyMjQ2Mzg2LWNmNmFkNTQxYjJiYzgwMGYwMDM3NjJiNDBiYjI1OGU3OTZiMzZmOGI=
Specialist Instructional Officer,Ministry of Defence,"RAF Cosford, Wolverhampton, WV7 3EX","Salary : £28,300",Closes : 11:55 pm on Monday 11th December 2023,Reference : 326535,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTExJnNlYXJjaHNvcnQ9Y2xvc2luZyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmam9ibGlzdF92aWV3X3ZhYz0xODg3ODIxJnBhZ2VjbGFzcz1Kb2JzJnVzZXJzZWFyY2hjb250ZXh0PTYxMDAyNzMwJm93bmVydHlwZT1mYWlyJnJlcXNpZz0xNzAyMjQ2Mzg2LWNmNmFkNTQxYjJiYzgwMGYwMDM3NjJiNDBiYjI1OGU3OTZiMzZmOGI=
CMA1982 Head of Devolved Nations,Competition & Markets Authority,"Belfast, Cardiff, Edinburgh","Salary : £66,705 to £73,441",Closes : 11:55 pm on Monday 11th December 2023,Reference : 327173,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmdXNlcnNlYXJjaGNvbnRleHQ9NjEwMDI3MzAmb3duZXJ0eXBlPWZhaXImcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHNvcnQ9Y2xvc2luZyZqb2JsaXN0X3ZpZXdfdmFjPTE4ODc3ODQmc2VhcmNocGFnZT0xMSZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzAyMjQ2Mzg2LWNmNmFkNTQxYjJiYzgwMGYwMDM3NjJiNDBiYjI1OGU3OTZiMzZmOGI=
Senior Risk Analyst (SR21.59 and SR21.62),Animal and Plant Health Agency,"Any APHA science location, subject to desk availability","Salary : £37,295 to £44,724",Closes : 11:55 pm on Monday 11th December 2023,Reference : 322659,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODg3NzgyJnNlYXJjaHNvcnQ9Y2xvc2luZyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXJ0eXBlPWZhaXImdXNlcnNlYXJjaGNvbnRleHQ9NjEwMDI3MzAmcGFnZWNsYXNzPUpvYnMmb3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTExJnJlcXNpZz0xNzAyMjQ2Mzg2LWNmNmFkNTQxYjJiYzgwMGYwMDM3NjJiNDBiYjI1OGU3OTZiMzZmOGI=
Consultant in Public Health / Public Health Medicine,UK Health Security Agency,Canary Wharf / Hybrid / Home Working,"Salary : £83,571 to £126,281",Closes : 11:55 pm on Monday 11th December 2023,Reference : 326434,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT0xMSZvd25lcj01MDcwMDAwJnBhZ2VjbGFzcz1Kb2JzJnVzZXJzZWFyY2hjb250ZXh0PTYxMDAyNzMwJm93bmVydHlwZT1mYWlyJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZzZWFyY2hzb3J0PWNsb3Npbmcmam9ibGlzdF92aWV3X3ZhYz0xODg3NzY5JnJlcXNpZz0xNzAyMjQ2Mzg2LWNmNmFkNTQxYjJiYzgwMGYwMDM3NjJiNDBiYjI1OGU3OTZiMzZmOGI=
Consultant in Health Protection (TVHIoW),UK Health Security Agency,"Ashford (Kent), Chilton, Fareham, Horsham","Salary : £83,571 to £126,281",Closes : 11:55 pm on Monday 11th December 2023,Reference : 326816,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJmpvYmxpc3Rfdmlld192YWM9MTg4Nzc1OCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXJ0eXBlPWZhaXImdXNlcnNlYXJjaGNvbnRleHQ9NjEwMDI3MzAmcGFnZWNsYXNzPUpvYnMmb3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTExJnJlcXNpZz0xNzAyMjQ2Mzg2LWNmNmFkNTQxYjJiYzgwMGYwMDM3NjJiNDBiYjI1OGU3OTZiMzZmOGI=
MAPPA Administrator - Kent - 12 Months Contract with view to permanent (Ref:81542),HM Prison & Probation Service,"This position can be based at NPS 17 GARDEN ROAD TUNBRIDGE WELLS, TN1 2XP, NPS 56-58 COLLEGE ROAD MAIDSTONE, ME15 6SJ, NPS BELL HOUSE SITTINGBOURNE, ME10 4DH, NPS NEW ROAD CHATHAM, ME4 4QQ, NPS RALPHS CENTRE ... see the job advert for full location information","Salary : £23,637 to £29,046",Closes : 11:55 pm on Monday 11th December 2023,Reference : 326844,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTExJnNlYXJjaHNvcnQ9Y2xvc2luZyZqb2JsaXN0X3ZpZXdfdmFjPTE4ODc3MzQmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnBhZ2VjbGFzcz1Kb2JzJnVzZXJzZWFyY2hjb250ZXh0PTYxMDAyNzMwJm93bmVydHlwZT1mYWlyJnJlcXNpZz0xNzAyMjQ2Mzg2LWNmNmFkNTQxYjJiYzgwMGYwMDM3NjJiNDBiYjI1OGU3OTZiMzZmOGI=
"Deputy Head of Service: Hammersmith, Fulham, Kensington, Chelsea, Westminster – London (Ref: 81595)",HM Prison & Probation Service,"This position is based at NPS 191A Askew Road London, W12 9AX","Salary : £43,496 to £49,996",Closes : 11:55 pm on Monday 11th December 2023,Reference : 327289,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT0xMSZvd25lcj01MDcwMDAwJnBhZ2VjbGFzcz1Kb2JzJnVzZXJzZWFyY2hjb250ZXh0PTYxMDAyNzMwJm93bmVydHlwZT1mYWlyJnNlYXJjaHNvcnQ9Y2xvc2luZyZqb2JsaXN0X3ZpZXdfdmFjPTE4ODc2MzUmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnJlcXNpZz0xNzAyMjQ2Mzg2LWNmNmFkNTQxYjJiYzgwMGYwMDM3NjJiNDBiYjI1OGU3OTZiMzZmOGI=
Veterinary Advisor – Portal & Border Controls ,Animal and Plant Health Agency,This post has a flexible location within England Field but requires regular attendance at multiple Border Controls Posts (BCPs) in the South of England,"Salary : £49,403 to £61,392",Closes : 11:55 pm on Monday 11th December 2023,Reference : 309282,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJmpvYmxpc3Rfdmlld192YWM9MTg4NzYxNiZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcGFnZWNsYXNzPUpvYnMmdXNlcnNlYXJjaGNvbnRleHQ9NjEwMDI3MzAmb3duZXJ0eXBlPWZhaXImb3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTExJnJlcXNpZz0xNzAyMjQ2Mzg2LWNmNmFkNTQxYjJiYzgwMGYwMDM3NjJiNDBiYjI1OGU3OTZiMzZmOGI=
Textiles - Specialist Production Instructor (SPI): Garment Manufacture - HMP Isle of Wight (Ref: 81613),HM Prison & Probation Service,"This position is based at HM Prison Isle of Wight - Albany House Newport, PO30 5RS","Salary : £30,471",Closes : 11:55 pm on Monday 11th December 2023,Reference : 327202,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXI9NTA3MDAwMCZzZWFyY2hwYWdlPTExJnNlYXJjaHNvcnQ9Y2xvc2luZyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmam9ibGlzdF92aWV3X3ZhYz0xODg3NTU1JnBhZ2VjbGFzcz1Kb2JzJnVzZXJzZWFyY2hjb250ZXh0PTYxMDAyNzMwJm93bmVydHlwZT1mYWlyJnJlcXNpZz0xNzAyMjQ2Mzg2LWNmNmFkNTQxYjJiYzgwMGYwMDM3NjJiNDBiYjI1OGU3OTZiMzZmOGI=
DE&S AUV Operations Lead,Ministry of Defence,"MOD Abbey Wood, Filton, Bristol, Avon BS34 8JH","Salary : £67,275 to £72,335",Closes : 11:55 pm on Monday 11th December 2023,Reference : 327193,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmdXNlcnNlYXJjaGNvbnRleHQ9NjEwMDI3MzAmb3duZXJ0eXBlPWZhaXImc2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZqb2JsaXN0X3ZpZXdfdmFjPTE4ODc1NTQmc2VhcmNocGFnZT0xMSZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzAyMjQ2Mzg2LWNmNmFkNTQxYjJiYzgwMGYwMDM3NjJiNDBiYjI1OGU3OTZiMzZmOGI=
Building Science Technical Lead,"Department for Levelling Up, Housing and Communities","Bristol, Darlington, London, Wolverhampton","Salary : £51,934",Closes : 11:55 pm on Monday 11th December 2023,Reference : 326258,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT0xMSZvd25lcj01MDcwMDAwJnVzZXJzZWFyY2hjb250ZXh0PTYxMDAyNzMwJm93bmVydHlwZT1mYWlyJnBhZ2VjbGFzcz1Kb2JzJmpvYmxpc3Rfdmlld192YWM9MTg4NzUyOSZzZWFyY2hzb3J0PWNsb3NpbmcmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnJlcXNpZz0xNzAyMjQ2Mzg2LWNmNmFkNTQxYjJiYzgwMGYwMDM3NjJiNDBiYjI1OGU3OTZiMzZmOGI=
