Title,Department,Location,Salary,Closing Date,UID,URL
Director of Asset Management and Operational Resilience,Ofwat (Water Services Regulation Authority),Birmingham (B5 4UA) or London (E14 4HD) based with hybrid working,"Salary : £85,151 to £100,000",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 326523,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmc2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZvd25lcj01MDcwMDAwJnNlYXJjaHBhZ2U9MjEmdXNlcnNlYXJjaGNvbnRleHQ9NTk2NzM4NTgmam9ibGlzdF92aWV3X3ZhYz0xODg3MDAxJm93bmVydHlwZT1mYWlyJnJlcXNpZz0xNzAxMTg3MTY2LWY5NTAyYTNmOThhZDJmYjJiYTNkNjQ1ODE2MTRkZGUwNjMyMWRmYTY=
Digital Account Manager,House of Commons,"City of Westminster, London (region), SW1A 0AA","Salary : £41,340 to £47,975",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 326550,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NTk2NzM4NTgmc2VhcmNocGFnZT0yMSZvd25lcnR5cGU9ZmFpciZqb2JsaXN0X3ZpZXdfdmFjPTE4ODY5ODcmcGFnZWNsYXNzPUpvYnMmb3duZXI9NTA3MDAwMCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmc2VhcmNoc29ydD1jbG9zaW5nJnJlcXNpZz0xNzAxMTg3MTY2LWY5NTAyYTNmOThhZDJmYjJiYTNkNjQ1ODE2MTRkZGUwNjMyMWRmYTY=
Learning Delivery Manager - Skills and Standards Team GCS,Cabinet Office,"Glasgow, London, York","Salary : £40,850 to £48,243",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 326322,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVyPTUwNzAwMDAmc2VhcmNoc29ydD1jbG9zaW5nJnVzZXJzZWFyY2hjb250ZXh0PTU5NjczODU4JnNlYXJjaHBhZ2U9MjEmb3duZXJ0eXBlPWZhaXImam9ibGlzdF92aWV3X3ZhYz0xODg2OTgzJnJlcXNpZz0xNzAxMTg3MTY2LWY5NTAyYTNmOThhZDJmYjJiYTNkNjQ1ODE2MTRkZGUwNjMyMWRmYTY=
Horticulture Support Officer,Royal Botanic Gardens Kew,"Little London, South East England, RH17 6TN","Salary : £30,200 to £32,891",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 326524,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT0yMSZ1c2Vyc2VhcmNoY29udGV4dD01OTY3Mzg1OCZqb2JsaXN0X3ZpZXdfdmFjPTE4ODY5Njkmb3duZXJ0eXBlPWZhaXImcGFnZWNsYXNzPUpvYnMmc2VhcmNoc29ydD1jbG9zaW5nJm93bmVyPTUwNzAwMDAmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnJlcXNpZz0xNzAxMTg3MTY2LWY5NTAyYTNmOThhZDJmYjJiYTNkNjQ1ODE2MTRkZGUwNjMyMWRmYTY=
Senior Media Officer - Cabinet Office Communications ,Cabinet Office,London,"Salary : £44,500 to £48,243",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 326140,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmb3duZXI9NTA3MDAwMCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmc2VhcmNoc29ydD1jbG9zaW5nJnVzZXJzZWFyY2hjb250ZXh0PTU5NjczODU4JnNlYXJjaHBhZ2U9MjEmb3duZXJ0eXBlPWZhaXImam9ibGlzdF92aWV3X3ZhYz0xODg2OTM1JnJlcXNpZz0xNzAxMTg3MTY2LWY5NTAyYTNmOThhZDJmYjJiYTNkNjQ1ODE2MTRkZGUwNjMyMWRmYTY=
Diversity and Inclusion Learning and Development Professional,Ministry of Defence,"Defence Academy, Shrivenham , Oxfordshire, SN6 8LA","Salary : £43,080",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 323438,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmc2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZvd25lcj01MDcwMDAwJnNlYXJjaHBhZ2U9MjEmdXNlcnNlYXJjaGNvbnRleHQ9NTk2NzM4NTgmam9ibGlzdF92aWV3X3ZhYz0xODg2OTI2Jm93bmVydHlwZT1mYWlyJnJlcXNpZz0xNzAxMTg3MTY2LWY5NTAyYTNmOThhZDJmYjJiYTNkNjQ1ODE2MTRkZGUwNjMyMWRmYTY=
Management Accountant,HM Treasury,This post will be based in Darlington (Feethams House).,"Salary : £31,710 to £37,800",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 326117,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT0yMSZ1c2Vyc2VhcmNoY29udGV4dD01OTY3Mzg1OCZqb2JsaXN0X3ZpZXdfdmFjPTE4ODY5MjUmb3duZXJ0eXBlPWZhaXImcGFnZWNsYXNzPUpvYnMmc2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZvd25lcj01MDcwMDAwJnJlcXNpZz0xNzAxMTg3MTY2LWY5NTAyYTNmOThhZDJmYjJiYTNkNjQ1ODE2MTRkZGUwNjMyMWRmYTY=
Head of REF Delivery ,Research England,Bristol,"Salary : £51,716",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 326416,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmb3duZXI9NTA3MDAwMCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmc2VhcmNoc29ydD1jbG9zaW5nJnVzZXJzZWFyY2hjb250ZXh0PTU5NjczODU4JnNlYXJjaHBhZ2U9MjEmb3duZXJ0eXBlPWZhaXImam9ibGlzdF92aWV3X3ZhYz0xODg2OTAzJnJlcXNpZz0xNzAxMTg3MTY2LWY5NTAyYTNmOThhZDJmYjJiYTNkNjQ1ODE2MTRkZGUwNjMyMWRmYTY=
"Financial Investigator - Asset Denial, Investigations Directorate",National Crime Agency,"Birmingham, Nottingham, Warrington, London*, Normanton, Stevenage, Belfast - *For London based roles your contractual place of work will be Stratford. However, as that site will not be operational until ... see the job advert for full location information","Salary : £34,672 to £38,314",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 323567,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJm93bmVyPTUwNzAwMDAmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnBhZ2VjbGFzcz1Kb2JzJmpvYmxpc3Rfdmlld192YWM9MTg4Njg3OSZvd25lcnR5cGU9ZmFpciZzZWFyY2hwYWdlPTIxJnVzZXJzZWFyY2hjb250ZXh0PTU5NjczODU4JnJlcXNpZz0xNzAxMTg3MTY2LWY5NTAyYTNmOThhZDJmYjJiYTNkNjQ1ODE2MTRkZGUwNjMyMWRmYTY=
Navy Command - Senior Systems Engineer,Ministry of Defence,HMNB Clyde Falsane Hybrid working (a blend of working in the workplace and from home) is encouraged. You should expect to work 2 days a week in Faslane in agreement with your Line Manager.,"Salary : £43,080",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 324225,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0Jm93bmVyPTUwNzAwMDAmc2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VjbGFzcz1Kb2JzJm93bmVydHlwZT1mYWlyJmpvYmxpc3Rfdmlld192YWM9MTg4Njg1MyZ1c2Vyc2VhcmNoY29udGV4dD01OTY3Mzg1OCZzZWFyY2hwYWdlPTIxJnJlcXNpZz0xNzAxMTg3MTY2LWY5NTAyYTNmOThhZDJmYjJiYTNkNjQ1ODE2MTRkZGUwNjMyMWRmYTY=
DE&S Commercial Officer,Ministry of Defence,"MOD Boscombe Down, Salisbury, Wiltshire SP4 0JF","Salary : £34,800 to £37,400",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 326312,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWNsYXNzPUpvYnMmc2VhcmNoc29ydD1jbG9zaW5nJm93bmVyPTUwNzAwMDAmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHBhZ2U9MjEmdXNlcnNlYXJjaGNvbnRleHQ9NTk2NzM4NTgmam9ibGlzdF92aWV3X3ZhYz0xODg2Nzk2Jm93bmVydHlwZT1mYWlyJnJlcXNpZz0xNzAxMTg3MTY2LWY5NTAyYTNmOThhZDJmYjJiYTNkNjQ1ODE2MTRkZGUwNjMyMWRmYTY=
DE&S Commercial Manager,Ministry of Defence,"HMNB Portsmouth, Portsmouth, Hampshire PO1 3LJ","Salary : £44,500 to £48,200",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 326290,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJm93bmVyPTUwNzAwMDAmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnBhZ2VjbGFzcz1Kb2JzJmpvYmxpc3Rfdmlld192YWM9MTg4Njc4MyZvd25lcnR5cGU9ZmFpciZzZWFyY2hwYWdlPTIxJnVzZXJzZWFyY2hjb250ZXh0PTU5NjczODU4JnJlcXNpZz0xNzAxMTg3MTY2LWY5NTAyYTNmOThhZDJmYjJiYTNkNjQ1ODE2MTRkZGUwNjMyMWRmYTY=
Senior Analyst,College of Policing,"This post can be based at our sites in either Ryton-on-Dunsmore (CV8 3EN), Durham (DL15 8DS), Harrogate (HG3 1UF) or London (E14 4PU). Hybrid working opportunities can also be discussed prior to you taking ... see the job advert for full location information","Salary : £31,673 to £42,217",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 326189,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODg2NzUzJm93bmVydHlwZT1mYWlyJnNlYXJjaHBhZ2U9MjEmdXNlcnNlYXJjaGNvbnRleHQ9NTk2NzM4NTgmc2VhcmNoc29ydD1jbG9zaW5nJm93bmVyPTUwNzAwMDAmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnBhZ2VjbGFzcz1Kb2JzJnJlcXNpZz0xNzAxMTg3MTY2LWY5NTAyYTNmOThhZDJmYjJiYTNkNjQ1ODE2MTRkZGUwNjMyMWRmYTY=
Net Zero Innovation Portfolio Project Manager,Department for Energy Security & Net Zero,"Aberdeen, Birmingham, Cardiff, Darlington, Edinburgh, London, Salford","Salary : £37,470 to £45,565",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 326234,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImdXNlcnNlYXJjaGNvbnRleHQ9NTk2NzM4NTgmb3duZXI9NTA3MDAwMCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcGFnZWNsYXNzPUpvYnMmc2VhcmNocGFnZT0yMiZqb2JsaXN0X3ZpZXdfdmFjPTE4ODY3NTEmc2VhcmNoc29ydD1jbG9zaW5nJnJlcXNpZz0xNzAxMTg3MTY4LTgwMzBlYzZkZGEyMTZlY2RhYzQ4MzM4MGQ0NDg5MmNkZjkzYjk3OTI=
Senior Production Manager ,Department for Business and Trade,"Belfast, Birmingham, Cardiff, Darlington, Edinburgh, London, Salford","Salary : £39,384 to £46,715",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 323324,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImdXNlcnNlYXJjaGNvbnRleHQ9NTk2NzM4NTgmc2VhcmNoc29ydD1jbG9zaW5nJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZvd25lcj01MDcwMDAwJnBhZ2VjbGFzcz1Kb2JzJnNlYXJjaHBhZ2U9MjImam9ibGlzdF92aWV3X3ZhYz0xODg2NzIzJnJlcXNpZz0xNzAxMTg3MTY4LTgwMzBlYzZkZGEyMTZlY2RhYzQ4MzM4MGQ0NDg5MmNkZjkzYjk3OTI=
Senior Occupational Psychologist,Cabinet Office,"Glasgow, Newcastle-upon-Tyne, York","Salary : £40,850 to £44,260",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 325763,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImdXNlcnNlYXJjaGNvbnRleHQ9NTk2NzM4NTgmc2VhcmNoc29ydD1jbG9zaW5nJnNlYXJjaHBhZ2U9MjImb3duZXI9NTA3MDAwMCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcGFnZWNsYXNzPUpvYnMmam9ibGlzdF92aWV3X3ZhYz0xODg2NzA3JnJlcXNpZz0xNzAxMTg3MTY4LTgwMzBlYzZkZGEyMTZlY2RhYzQ4MzM4MGQ0NDg5MmNkZjkzYjk3OTI=
"D2/G7 Criminal Lawyer, nationwide",Insolvency Service,"Birmingham, Cardiff, Edinburgh, Exeter, Ipswich, Leeds, Manchester, Newcastle, Nottingham, Stratford & Croydon","Salary : £51,518 to £61,588",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 312313,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImdXNlcnNlYXJjaGNvbnRleHQ9NTk2NzM4NTgmc2VhcmNoc29ydD1jbG9zaW5nJnNlYXJjaHBhZ2U9MjImb3duZXI9NTA3MDAwMCZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3QmcGFnZWNsYXNzPUpvYnMmam9ibGlzdF92aWV3X3ZhYz0xODg2NzAxJnJlcXNpZz0xNzAxMTg3MTY4LTgwMzBlYzZkZGEyMTZlY2RhYzQ4MzM4MGQ0NDg5MmNkZjkzYjk3OTI=
GIS Services Manager - Ref : 5551,Marine Management Organisation,"East Midlands (England), East of England, London (region), North East England, North West England, South East England, South West England, West Midlands (England), Yorkshire and the Humber","Salary : £37,062",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 326202,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NTk2NzM4NTgmb3duZXJ0eXBlPWZhaXImam9ibGlzdF92aWV3X3ZhYz0xODg2Njk5JnNlYXJjaHBhZ2U9MjImb3duZXI9NTA3MDAwMCZwYWdlY2xhc3M9Sm9icyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmc2VhcmNoc29ydD1jbG9zaW5nJnJlcXNpZz0xNzAxMTg3MTY4LTgwMzBlYzZkZGEyMTZlY2RhYzQ4MzM4MGQ0NDg5MmNkZjkzYjk3OTI=
Application Engineer - PowerPlatform,Department for Work and Pensions,"Blackpool, North West England, FY4 5ES : Manchester, North West England, M2 3LR : Newcastle upon Tyne, North East England, NE98 1YX","Salary : £40,201 to £50,719",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 323063,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT0yMiZvd25lcj01MDcwMDAwJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZwYWdlY2xhc3M9Sm9icyZqb2JsaXN0X3ZpZXdfdmFjPTE4ODY2ODEmc2VhcmNoc29ydD1jbG9zaW5nJm93bmVydHlwZT1mYWlyJnVzZXJzZWFyY2hjb250ZXh0PTU5NjczODU4JnJlcXNpZz0xNzAxMTg3MTY4LTgwMzBlYzZkZGEyMTZlY2RhYzQ4MzM4MGQ0NDg5MmNkZjkzYjk3OTI=
Data Scientist - Intelligence Innovation,Defence Science and Technology Laboratory,"Dstl Porton Down, Salisbury, Wiltshire, SP4 0JQ or RAF Wyton, Huntingdon, Cambridgeshire, PE28 2EF","Salary : £27,620 to £35,970",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 325601,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NTk2NzM4NTgmb3duZXJ0eXBlPWZhaXImc2VhcmNoc29ydD1jbG9zaW5nJmpvYmxpc3Rfdmlld192YWM9MTg4NjYwNSZzZWFyY2hwYWdlPTIyJnBhZ2VjbGFzcz1Kb2JzJm93bmVyPTUwNzAwMDAmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnJlcXNpZz0xNzAxMTg3MTY4LTgwMzBlYzZkZGEyMTZlY2RhYzQ4MzM4MGQ0NDg5MmNkZjkzYjk3OTI=
Principal Occupational Psychologist - Service Manager of SCS Assessment,Cabinet Office,"Glasgow, Newcastle-upon-Tyne, York","Salary : £53,400",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 312913,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNocGFnZT0yMiZwYWdlY2xhc3M9Sm9icyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmb3duZXI9NTA3MDAwMCZqb2JsaXN0X3ZpZXdfdmFjPTE4ODY1Mjgmc2VhcmNoc29ydD1jbG9zaW5nJm93bmVydHlwZT1mYWlyJnVzZXJzZWFyY2hjb250ZXh0PTU5NjczODU4JnJlcXNpZz0xNzAxMTg3MTY4LTgwMzBlYzZkZGEyMTZlY2RhYzQ4MzM4MGQ0NDg5MmNkZjkzYjk3OTI=
Senior Policy Advisers,HM Treasury,This post will be based in Darlington (Feethams House).,"Salary : £52,960 to £59,190",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 325982,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJmpvYmxpc3Rfdmlld192YWM9MTg4NjUwMiZzZWFyY2hwYWdlPTIyJnBhZ2VjbGFzcz1Kb2JzJm93bmVyPTUwNzAwMDAmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnVzZXJzZWFyY2hjb250ZXh0PTU5NjczODU4Jm93bmVydHlwZT1mYWlyJnJlcXNpZz0xNzAxMTg3MTY4LTgwMzBlYzZkZGEyMTZlY2RhYzQ4MzM4MGQ0NDg5MmNkZjkzYjk3OTI=
Head of Tax Policy Unit,HM Treasury,This post will be based in Darlington (Feethams House).,"Salary : £64,160 to £67,525",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 326012,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NTk2NzM4NTgmb3duZXJ0eXBlPWZhaXImam9ibGlzdF92aWV3X3ZhYz0xODg2NDkyJnNlYXJjaHBhZ2U9MjImb3duZXI9NTA3MDAwMCZwYWdlY2xhc3M9Sm9icyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmc2VhcmNoc29ydD1jbG9zaW5nJnJlcXNpZz0xNzAxMTg3MTY4LTgwMzBlYzZkZGEyMTZlY2RhYzQ4MzM4MGQ0NDg5MmNkZjkzYjk3OTI=
Lead Adviser Enforcement and Appeals Team(Ref: 5575),Natural England,"East of England, South East England","Salary : £27,273",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 326038,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImdXNlcnNlYXJjaGNvbnRleHQ9NTk2NzM4NTgmc2VhcmNocGFnZT0yMiZvd25lcj01MDcwMDAwJnBhZ2VhY3Rpb249dmlld3ZhY2J5am9ibGlzdCZwYWdlY2xhc3M9Sm9icyZqb2JsaXN0X3ZpZXdfdmFjPTE4ODY0OTAmc2VhcmNoc29ydD1jbG9zaW5nJnJlcXNpZz0xNzAxMTg3MTY4LTgwMzBlYzZkZGEyMTZlY2RhYzQ4MzM4MGQ0NDg5MmNkZjkzYjk3OTI=
Senior Maritime Engineering Supply Chain Manager,Department for Business and Trade,"Belfast, Birmingham, Cardiff, Darlington, Edinburgh, London, Salford","Salary : £39,384 to £46,715",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 325316,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=cGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnBhZ2VjbGFzcz1Kb2JzJm93bmVyPTUwNzAwMDAmc2VhcmNocGFnZT0yMiZqb2JsaXN0X3ZpZXdfdmFjPTE4ODY0NjEmc2VhcmNoc29ydD1jbG9zaW5nJm93bmVydHlwZT1mYWlyJnVzZXJzZWFyY2hjb250ZXh0PTU5NjczODU4JnJlcXNpZz0xNzAxMTg3MTY4LTgwMzBlYzZkZGEyMTZlY2RhYzQ4MzM4MGQ0NDg5MmNkZjkzYjk3OTI=
DSA Defence Maritime Regulator Executive Support Manager,Ministry of Defence,"Filton, South West England, BS34 8QW","Salary : £35,290",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 325525,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODg2NDQxJnBhZ2VjbGFzcz1Kb2JzJm93bmVyPTUwNzAwMDAmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnNlYXJjaHBhZ2U9MjImc2VhcmNoc29ydD1jbG9zaW5nJnVzZXJzZWFyY2hjb250ZXh0PTU5NjczODU4Jm93bmVydHlwZT1mYWlyJnJlcXNpZz0xNzAxMTg3MTY4LTgwMzBlYzZkZGEyMTZlY2RhYzQ4MzM4MGQ0NDg5MmNkZjkzYjk3OTI=
"Senior Solution Architect - £52,603 - £71,670* p.a. + benefits",Medicines and Healthcare Products Regulatory Agency,"Canary Wharf, London/South Mimms, Hertfordshire/Home working","Salary : £52,603 to £56,670",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 325983,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NTk2NzM4NTgmb3duZXJ0eXBlPWZhaXImam9ibGlzdF92aWV3X3ZhYz0xODg2NDMxJm93bmVyPTUwNzAwMDAmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnBhZ2VjbGFzcz1Kb2JzJnNlYXJjaHBhZ2U9MjImc2VhcmNoc29ydD1jbG9zaW5nJnJlcXNpZz0xNzAxMTg3MTY4LTgwMzBlYzZkZGEyMTZlY2RhYzQ4MzM4MGQ0NDg5MmNkZjkzYjk3OTI=
"Director, Customer Relationships & Strategy  ",FCDO Services,"Hanslope, South East England, MK19 7BH","Salary : £75,000 to £117,800",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 325858,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODg2NDMwJnNlYXJjaHBhZ2U9MjImb3duZXI9NTA3MDAwMCZwYWdlY2xhc3M9Sm9icyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmc2VhcmNoc29ydD1jbG9zaW5nJnVzZXJzZWFyY2hjb250ZXh0PTU5NjczODU4Jm93bmVydHlwZT1mYWlyJnJlcXNpZz0xNzAxMTg3MTY4LTgwMzBlYzZkZGEyMTZlY2RhYzQ4MzM4MGQ0NDg5MmNkZjkzYjk3OTI=
"Lead Enterprise Architect - £66,261 - £91,058* p.a. + benefits",Medicines and Healthcare Products Regulatory Agency,"Canary Wharf, London/South Mimms, Hertfordshire/Home working","Salary : £66,261 to £71,058",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 325978,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=dXNlcnNlYXJjaGNvbnRleHQ9NTk2NzM4NTgmb3duZXJ0eXBlPWZhaXImc2VhcmNoc29ydD1jbG9zaW5nJmpvYmxpc3Rfdmlld192YWM9MTg4NjQyNyZzZWFyY2hwYWdlPTIyJm93bmVyPTUwNzAwMDAmcGFnZWNsYXNzPUpvYnMmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnJlcXNpZz0xNzAxMTg3MTY4LTgwMzBlYzZkZGEyMTZlY2RhYzQ4MzM4MGQ0NDg5MmNkZjkzYjk3OTI=
Head of Commercial Compliance and Investigations,Government Commercial Function,"Glasgow, Norwich, York, Cardiff, Bristol. Occasional travel to London and nationwide. We operate a hybrid working environment with two days per week office-based.","Salary : £76,125 to £97,760",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 325612,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=am9ibGlzdF92aWV3X3ZhYz0xODg2MzU2Jm93bmVyPTUwNzAwMDAmcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnBhZ2VjbGFzcz1Kb2JzJnNlYXJjaHBhZ2U9MjImc2VhcmNoc29ydD1jbG9zaW5nJnVzZXJzZWFyY2hjb250ZXh0PTU5NjczODU4Jm93bmVydHlwZT1mYWlyJnJlcXNpZz0xNzAxMTg3MTY4LTgwMzBlYzZkZGEyMTZlY2RhYzQ4MzM4MGQ0NDg5MmNkZjkzYjk3OTI=
Higher Toxicologist,UK Health Security Agency,Chilton,"Salary : £32,489 to £39,532",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 325889,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=c2VhcmNoc29ydD1jbG9zaW5nJnNlYXJjaHBhZ2U9MjImb3duZXI9NTA3MDAwMCZwYWdlY2xhc3M9Sm9icyZwYWdlYWN0aW9uPXZpZXd2YWNieWpvYmxpc3Qmam9ibGlzdF92aWV3X3ZhYz0xODg2MzUwJm93bmVydHlwZT1mYWlyJnVzZXJzZWFyY2hjb250ZXh0PTU5NjczODU4JnJlcXNpZz0xNzAxMTg3MTY4LTgwMzBlYzZkZGEyMTZlY2RhYzQ4MzM4MGQ0NDg5MmNkZjkzYjk3OTI=
Policy Adviser,National Infrastructure Commission,Leeds (Existing NIC Employees will be able to remain in their current location),"Salary : £38,513 to £45,583",Closes : 11:55 pm on Sunday 3rd December 2023,Reference : 324933,https://www.civilservicejobs.service.gov.uk/csr/index.cgi?SID=b3duZXJ0eXBlPWZhaXImdXNlcnNlYXJjaGNvbnRleHQ9NTk2NzM4NTgmc2VhcmNoc29ydD1jbG9zaW5nJnNlYXJjaHBhZ2U9MjImcGFnZWFjdGlvbj12aWV3dmFjYnlqb2JsaXN0JnBhZ2VjbGFzcz1Kb2JzJm93bmVyPTUwNzAwMDAmam9ibGlzdF92aWV3X3ZhYz0xODg2MzMxJnJlcXNpZz0xNzAxMTg3MTY4LTgwMzBlYzZkZGEyMTZlY2RhYzQ4MzM4MGQ0NDg5MmNkZjkzYjk3OTI=
